source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Jane A. Menken,John Bongaarts,2,18,demography,famplan,Menken,,1
A. Meredith John,Jane A. Menken,5,2,eugenics,demography,,Menken,1
James Trussell,Jane A. Menken,24,2,demography,demography,,Menken,1
Anrudh Jain,Leela Visaria,2,1,famplan,famplan,,,1
Anrudh Jain,Pravin Visaria,2,1,famplan,famplan,,,1
Anrudh Jain,Judith Bruce,2,2,famplan,famplan,,,1
Anrudh Jain,Barbara Mensch,2,6,famplan,demography,,,1
Basil G. Zimmer,Linda B. Williams,1,5,demography,famplan,,,1
Sabra Lloyd,Sandra Smith,1,18,pubh,pubh,,,1
Christopher Elias,Ruth Simmons,1,7,famplan,famplan,,,1
Rebeca Wong,Ruth E. Levine,3,1,economics,economics,,,1
Daniel T. Lichter,Felicia B. Leclere,12,1,demography,sociology,,,1
Diane K. Mclaughlin,Felicia B. Leclere,3,1,demography,sociology,,,1
John L. Peterson,Joseph A. Catania,1,4,famplan,famplan,,,1
John L. Peterson,M. Margaret Dolcini,1,3,famplan,famplan,,,1
Bonnie Faigeles,John L. Peterson,2,1,famplan,famplan,,,1
Phyllis T. Piotrow,Wilma Lynn,2,1,famplan,famplan,,,1
D. Lawrence Kincaid,Wilma Lynn,2,1,famplan,famplan,,,1
Michelle J. Hindin,Wilma Lynn,1,1,famplan,famplan,,,1
Cheryl L. Lettenmaier,Wilma Lynn,1,1,famplan,famplan,,,1
Innocent Kuseka,Wilma Lynn,1,1,famplan,famplan,,,1
Terry Silberman,Wilma Lynn,1,1,famplan,famplan,,,1
Alex Zinanga,Wilma Lynn,1,1,famplan,famplan,,,1
Florence Chikara,Wilma Lynn,1,1,famplan,famplan,,,1
Donald J. Adamchak,Wilma Lynn,6,1,demography,famplan,,,1
Michael T. Mbizvo,Wilma Lynn,5,1,eugenics,famplan,,,1
Opia Mensah Kumah,Wilma Lynn,1,1,famplan,famplan,,,1
Wilma Lynn,Young-Mi Kim,1,2,famplan,famplan,,,1
Andrew Friede,Philip H. Rhodes,1,1,pubh,pubh,,,1
Philip H. Rhodes,Wendy Baldwin,1,3,pubh,pubh,,,1
James W. Buehler,Philip H. Rhodes,7,1,pubh,pubh,,,1
Lilo T. Strauss,Philip H. Rhodes,6,1,pubh,pubh,,,1
Jack C. Smith,Philip H. Rhodes,13,1,famplan,pubh,,,1
Carol J. R. Hogue,Philip H. Rhodes,8,1,famplan,pubh,,,1
Barbara Janowitz,Dennis Hapugalle,16,1,famplan,famplan,,,1
Dennis Hapugalle,Sharon Weir,1,2,famplan,famplan,,,1
Deborah L. Covington,Dennis Hapugalle,4,1,famplan,famplan,,,1
Dennis Hapugalle,Lynne Wilkens,1,1,famplan,famplan,,,1
Celene Aluvihare,Dennis Hapugalle,1,1,famplan,famplan,,,1
Dennis A. Ahlburg,James W. Vaupel,2,18,demography,general,,,1
Christine A. Bachrach,William F. Pratt,6,2,demography,eugenics,,,1
Bart Holland,William F. Pratt,3,2,eugenics,eugenics,,,1
Francisco Puac,Victoria M. Ward,1,1,famplan,famplan,,,1
Francisco Puac,Jane T. Bertrand,1,8,famplan,famplan,,,1
Brian J. Mccarthy,John E. Anderson,1,7,famplan,famplan,,,1
Brian J. Mccarthy,Stan Becker,1,7,famplan,demography,,,1
A.H. Guinena,Brian J. Mccarthy,1,1,famplan,famplan,,,1
Kua Wongboonsin,Richard A. Easterlin,2,7,famplan,famplan,,Easterlin,1
Mohamed Aly Ahmed,Richard A. Easterlin,1,7,famplan,famplan,,Easterlin,1
D. J. Macunovich,Richard A. Easterlin,1,7,demography,famplan,,Easterlin,1
Eileen M. Crimmins,Richard A. Easterlin,4,7,demography,famplan,,Easterlin,1
Richard A. Easterlin,Yasuhiko Saito,7,3,famplan,demography,Easterlin,,1
Diane J. Macunovich,Richard A. Easterlin,2,7,demography,famplan,,Easterlin,2
Christine M. Schaeffer,Richard A. Easterlin,1,7,demography,famplan,,Easterlin,1
Masuma Mamdani,Thalia Barreto,1,1,famplan,famplan,,,1
Masuma Mamdani,Oona M. R. Campbell,1,1,famplan,famplan,,,1
J. Lynne Davies,Masuma Mamdani,1,1,famplan,famplan,,,1
Masuma Mamdani,Vincent Fauveau,1,4,famplan,demography,,,1
Masuma Mamdani,Veronique G. A. Filippi,1,1,famplan,famplan,,,1
Masuma Mamdani,Wendy J. Graham,1,1,famplan,famplan,,,1
Cleone I. F. Rooney,Masuma Mamdani,1,1,famplan,famplan,,,1
Masuma Mamdani,Nahid F. Toubia,1,1,famplan,famplan,,,1
Alex Zinanga,Phyllis T. Piotrow,1,2,famplan,famplan,,,1
Alex Zinanga,D. Lawrence Kincaid,1,2,famplan,famplan,,,1
Alex Zinanga,Michelle J. Hindin,1,1,famplan,famplan,,,1
Alex Zinanga,Cheryl L. Lettenmaier,1,1,famplan,famplan,,,1
Alex Zinanga,Innocent Kuseka,1,1,famplan,famplan,,,1
Alex Zinanga,Terry Silberman,1,1,famplan,famplan,,,1
Alex Zinanga,Florence Chikara,1,1,famplan,famplan,,,1
Alex Zinanga,Donald J. Adamchak,1,6,famplan,demography,,,1
Alex Zinanga,Michael T. Mbizvo,1,5,famplan,eugenics,,,1
Alex Zinanga,Wilma Lynn,1,1,famplan,famplan,,,1
Alex Zinanga,Opia Mensah Kumah,1,1,famplan,famplan,,,1
Alex Zinanga,Young-Mi Kim,1,2,famplan,famplan,,,1
Greg J. Duncan,Jeanne Brooks-Gunn,5,2,famplan,sociology,,,1
Greg J. Duncan,Pamela Kato Klebanov,5,1,famplan,sociology,,,1
Greg J. Duncan,Naomi Sealand,5,1,famplan,sociology,,,1
Greg J. Duncan,Saul D. Hoffman,5,4,famplan,famplan,,,2
Greg J. Duncan,Ken R. Smith,5,6,famplan,demography,,,1
Cathleen D. Zick,Greg J. Duncan,5,5,demography,famplan,,,1
Greg J. Duncan,Willard L. Rodgers,5,3,famplan,demography,,,1
Cynthia B. Lloyd,Serguey Ivanov,4,1,demography,famplan,,,1
Haya Stier,Marta Tienda,1,10,demography,sociology,,Tienda,1
Bruce A. Carnes,S. Jay Olshansky,4,4,general,general,,,4
Christine Cassel,S. Jay Olshansky,1,4,general,general,,,1
Leonid A. Gavrilov,S. Jay Olshansky,1,4,general,general,,,1
Natalia S. Gavrilova,S. Jay Olshansky,1,4,general,general,,,1
Christine K. Cassel,S. Jay Olshansky,1,4,general,general,,,1
S. Jay Olshansky,Theodore J. Nusbaum,4,1,general,general,,,1
Joseph L. Graves,S. Jay Olshansky,1,4,general,general,,,1
Laurence D. Mueller,S. Jay Olshansky,1,4,general,general,,,1
Michael R. Rose,S. Jay Olshansky,1,4,general,general,,,1
J. R. Carey,S. Jay Olshansky,2,4,general,general,,,1
J. W. Curtsinger,S. Jay Olshansky,3,4,general,general,,,1
J. W. Vaupel,S. Jay Olshansky,3,4,general,general,,,1
B. Jill Smith,Cheryl S. Alexander,1,2,famplan,pubh,,,1
B. Jill Smith,Margaret E. Ensminger,1,2,famplan,sociology,,,1
B. Jill Smith,Young J. Kim,1,9,famplan,famplan,,,1
B. Jill Smith,Karin E. Johnson,1,1,famplan,famplan,,,1
B. Jill Smith,Lawrence J. Dolan,1,1,famplan,famplan,,,1
Douglas Nichols,Emile T. Woods,3,1,famplan,famplan,,,1
Deborah S. Gates,Emile T. Woods,2,1,famplan,famplan,,,1
Emile T. Woods,Joyce Sherman,1,1,famplan,famplan,,,1
Joseph L. Graves,Leonid A. Gavrilov,1,1,general,general,,,1
Joseph L. Graves,Natalia S. Gavrilova,1,1,general,general,,,1
Joseph L. Graves,S. Jay Olshansky,1,4,general,general,,,1
Bruce A. Carnes,Joseph L. Graves,4,1,general,general,,,1
Christine K. Cassel,Joseph L. Graves,1,1,general,general,,,1
Joseph L. Graves,Theodore J. Nusbaum,1,1,general,general,,,1
Joseph L. Graves,Laurence D. Mueller,1,1,general,general,,,1
Joseph L. Graves,Michael R. Rose,1,1,general,general,,,1
J. R. Carey,Joseph L. Graves,2,1,general,general,,,1
J. W. Curtsinger,Joseph L. Graves,3,1,general,general,,,1
J. W. Vaupel,Joseph L. Graves,3,1,general,general,,,1
Axel Kowald,Thomas B. L. Kirkwood,1,1,general,general,,,1
Axel Kowald,J. M. Robine,1,1,general,general,,,1
Axel Kowald,K. Ritchie,1,1,general,general,,,1
Axel Kowald,J. R. Carey,1,2,general,general,,,1
Axel Kowald,J. W. Curtsinger,1,3,general,general,,,1
Axel Kowald,J. W. Vaupel,1,3,general,general,,,1
Adel A. El-Kady,Thomas T. Kane,1,4,famplan,famplan,,,1
Adel A. El-Kady,Saneya Saleh,1,2,famplan,demography,,,1
Adel A. El-Kady,Marvin Hage,1,1,famplan,famplan,,,1
Adel A. El-Kady,John Stanback,1,3,famplan,famplan,,,1
Adel A. El-Kady,Robert G. Potter,1,14,famplan,famplan,,,1
Jane T. Bertrand,Joseph Dwyer,8,1,famplan,famplan,,,1
Joseph Dwyer,Nellie Mathu,1,1,famplan,famplan,,,1
Joseph Dwyer,Margaret Thuo,1,1,famplan,famplan,,,1
Grace Wambwa,Joseph Dwyer,1,1,famplan,famplan,,,1
David R. Johnson,Laurie Scheuble,2,1,demography,demography,,,1
Minja Kim Choe,Zhang Ruyue,7,1,demography,famplan,,,1
Guo Fei,Zhang Ruyue,1,1,famplan,famplan,,,1
Wu Jianming,Zhang Ruyue,1,1,famplan,famplan,,,1
David E. Bloom,Oded Stark,10,7,sociology,economics,,,1
Oded Galor,Oded Stark,2,7,demography,economics,,,1
J. Edward Taylor,Oded Stark,6,7,economics,economics,,,1
Oded Stark,Robert E. B. Lucas,7,3,economics,economics,,,1
Jennifer Lauby,Oded Stark,1,7,demography,economics,,,1
Barry M. Popkin,Linda S. Adair,8,3,economics,eugenics,,,3
David K. Guilkey,Linda S. Adair,8,3,economics,eugenics,,,2
John S. Akin,Linda S. Adair,7,3,economics,eugenics,,,1
J. Richard Udry,Linda S. Adair,9,3,sociology,eugenics,Udry,,1
Linda S. Adair,Wilhelm Flieger,3,2,eugenics,demography,,,1
Helene D. Gayle,Myron J. Frank,1,1,pubh,pubh,,,1
Myron J. Frank,Ray Yip,1,2,pubh,pubh,,,1
Myron J. Frank,Phillip Nieburg,1,1,pubh,pubh,,,1
Myron J. Frank,Nancy J. Binkin,1,4,pubh,famplan,,,1
Donna M. Strobino,Joan H. Salim,1,1,pubh,pubh,,,1
Joan H. Salim,Young J. Kim,1,9,pubh,famplan,,,1
Barbara E. Crawley,Joan H. Salim,1,1,pubh,pubh,,,1
Gary A. Chase,Joan H. Salim,2,1,pubh,pubh,,,1
Joan R. Kahn,William D. Kalsbeek,12,1,sociology,demography,,,1
Joan R. Kahn,Sandra L. Hofferth,12,6,sociology,famplan,,,2
J. Richard Udry,Joan R. Kahn,9,12,sociology,sociology,Udry,,1
Joan R. Kahn,William M. Mason,12,8,sociology,statistics,,,2
Joan R. Kahn,Wendy Baldwin,12,3,sociology,pubh,,,1
Joan R. Kahn,Leslie A. Whittington,12,4,sociology,demography,,,1
Joan R. Kahn,Ronald R. Rindfuss,12,17,sociology,sociology,,Rindfuss,2
David K. Guilkey,Joan R. Kahn,8,12,economics,sociology,,,1
Joan R. Kahn,Kay E. Anderson,12,1,sociology,demography,,,1
Joan R. Kahn,Kathryn A. London,12,4,sociology,demography,,,1
Jo Ann Jones,Joan R. Kahn,2,12,demography,sociology,,,1
Allan Parnell,Joan R. Kahn,1,12,demography,sociology,,,1
C. Gray Swicegood,Joan R. Kahn,2,12,demography,sociology,,,1
Anne K. Duggan,Janet B. Hardy,1,3,famplan,demography,,,1
Anne K. Duggan,Katya Masnyk,1,1,famplan,famplan,,,1
Anne K. Duggan,Carol Pearson,1,1,famplan,famplan,,,1
Larry L. Bumpass,Teresa Castro Martin,7,3,famplan,eugenics,Bumpass,,1
Larry Bumpass,Teresa Castro Martin,5,3,sociology,eugenics,Bumpass,,1
James Sweet,Teresa Castro Martin,1,3,demography,eugenics,,,1
Francisco Alba,Robert G. Potter,1,14,demography,famplan,,,1
Lorenzo Moreno,Noreen Goldman,5,13,demography,famplan,,,3
Charles F. Westoff,Lorenzo Moreno,16,5,famplan,demography,Westoff,,2
Henry P. David,Niels K. Rasmussen,6,1,demography,famplan,,,1
Janine M. Morgall,Niels K. Rasmussen,1,1,famplan,famplan,,,1
Mogens Osler,Niels K. Rasmussen,1,1,famplan,famplan,,,1
Birgitte Jensen,Niels K. Rasmussen,1,1,famplan,famplan,,,1
Charles W. Warren,Jean Jackson,12,1,demography,famplan,,,1
Dorian Powell,Jean Jackson,1,1,famplan,famplan,,,1
Jean Jackson,Leo Morris,1,12,famplan,pubh,,,1
Jean Jackson,Pansy Hamilton,1,1,famplan,famplan,,,1
Juan Maria Carron,Richard S. Monteith,1,3,famplan,demography,,,1
Charles W. Warren,Juan Maria Carron,12,1,demography,famplan,,,1
Juan Maria Carron,Maria Mercedes Melian,1,1,famplan,famplan,,,1
Dario Castagnino,Juan Maria Carron,1,1,famplan,famplan,,,1
Juan Maria Carron,Leo Morris,1,12,famplan,pubh,,,1
John Chombo,Thomas Dow,1,1,famplan,famplan,,,1
John Chombo,Lewis Ndhlovu,1,2,famplan,famplan,,,1
John Chombo,Paul Shumba,1,1,famplan,famplan,,,1
Benedict Dhlodhlo,John Chombo,1,1,famplan,famplan,,,1
Kenneth Manton,Lisa Berkman,2,1,demography,demography,,,1
Burton Singer,Kenneth Manton,2,2,demography,demography,,,1
Jack Habib,Kenneth Manton,1,2,pubh,demography,,,1
David Danon,Kenneth Manton,1,2,pubh,demography,,,1
J. E. Dowd,Kenneth Manton,1,2,pubh,demography,,,1
David Galinsky,Kenneth Manton,1,2,pubh,demography,,,1
Kenneth Manton,Mary Grace Kovar,2,2,demography,pubh,,,1
Kenneth Manton,S. J. Olshansky,2,1,demography,pubh,,,1
Kenneth Manton,Richard Suzman,2,1,demography,pubh,,,1
Nan Marie Astone,Sara S. Mclanahan,4,5,sociology,demography,,,1
Mark Testa,Nan Marie Astone,1,4,general,sociology,,,1
Marilyn Krogh,Nan Marie Astone,1,4,general,sociology,,,1
Kathryn M. Neckerman,Nan Marie Astone,1,4,general,sociology,,,1
Dennis P. Hogan,Nan Marie Astone,9,4,demography,sociology,,,1
Evelyn M. Kitagawa,Nan Marie Astone,2,4,sociology,sociology,Kitagawa,,1
Dawn M. Upchurch,Nan Marie Astone,2,4,demography,sociology,,,1
Aphichat Chamratrithirong,Peerasit Kamnuansilpa,6,7,demography,demography,,,2
John Knodel,Peerasit Kamnuansilpa,13,7,famplan,demography,,,3
Peerasit Kamnuansilpa,Theodore D. Fuller,7,6,demography,economics,,,4
Paul Lightfoot,Peerasit Kamnuansilpa,4,7,economics,demography,,,4
Napaporn Chayovan,Peerasit Kamnuansilpa,4,7,demography,demography,,,1
Douglas S. Massey,Joaquin Arango,29,2,demography,demography,Massey,,2
Graeme Hugo,Joaquin Arango,3,2,demography,demography,,,2
Ali Kouaouci,Joaquin Arango,2,2,demography,demography,,,2
Adela Pellegrino,Joaquin Arango,2,2,demography,demography,,,2
J. Edward Taylor,Joaquin Arango,6,2,economics,demography,,,2
Laura A. Brown,Marcia A. Angle,1,1,famplan,famplan,,,1
Laura A. Brown,Pierre Buekens,1,2,famplan,famplan,,,1
Jere R. Behrman,Robin C. Sickles,8,1,demography,demography,,,1
Paul Taubman,Robin C. Sickles,3,1,demography,demography,,,1
Andrew B. Gross,Douglas S. Massey,1,29,sociology,demography,,Massey,1
Andrew B. Gross,Kumiko Shibuya,1,1,sociology,sociology,,,1
Axel Kowald,K. Ritchie,1,1,general,general,,,1
K. Ritchie,Thomas B. L. Kirkwood,1,1,general,general,,,1
J. M. Robine,K. Ritchie,1,1,general,general,,,1
J. R. Carey,K. Ritchie,2,1,general,general,,,1
J. W. Curtsinger,K. Ritchie,3,1,general,general,,,1
J. W. Vaupel,K. Ritchie,3,1,general,general,,,1
Dorace A. Trottier,Lucinda H. Glover,1,1,famplan,famplan,,,1
Lucinda H. Glover,Robert G. Potter,1,14,famplan,famplan,,,1
Barbara A. Taylor,Lucinda H. Glover,1,1,famplan,famplan,,,1
Bruce Cohen,Jennifer H. Madans,1,2,pubh,pubh,,,1
Bruce Cohen,Joel C. Kleinman,1,4,pubh,pubh,,,1
Bruce Cohen,Christine S. Cox,1,2,pubh,pubh,,,1
Bruce Cohen,Helen E. Barbano,1,2,pubh,pubh,,,1
Bruce Cohen,Jacob J. Feldman,1,3,pubh,pubh,,,1
Bruce Cohen,Fanchon F. Finucane,1,2,pubh,pubh,,,1
Bruce Cohen,Joan Cornoni-Huntley,1,2,pubh,pubh,,,1
Henry P. David,Janine M. Morgall,6,1,demography,famplan,,,1
Janine M. Morgall,Mogens Osler,1,1,famplan,famplan,,,1
Janine M. Morgall,Niels K. Rasmussen,1,1,famplan,famplan,,,1
Birgitte Jensen,Janine M. Morgall,1,1,famplan,famplan,,,1
Luis Hernando Ochoa,Naomi Rutenberg,1,5,famplan,demography,,,1
Jose Maria Arruda,Naomi Rutenberg,1,5,famplan,demography,,,1
Evelyn Landry,Naomi Rutenberg,2,5,famplan,demography,,,1
Elisabeth A. Ferraz,Naomi Rutenberg,1,5,famplan,demography,,,1
Ian Diamond,Naomi Rutenberg,3,5,demography,demography,,,1
Ann K. Blanc,Naomi Rutenberg,3,5,demography,demography,,,1
Kathryn Kost,Stanley K. Henshaw,6,20,famplan,famplan,,,1
Jennifer Van Vort,Stanley K. Henshaw,3,20,famplan,famplan,,,3
Elise F. Jones,Stanley K. Henshaw,7,20,demography,famplan,,,3
Jacqueline Darroch Forrest,Stanley K. Henshaw,18,20,demography,famplan,,,1
Noreen Goldman,Stanley K. Henshaw,13,20,famplan,famplan,,,1
Richard Lincoln,Stanley K. Henshaw,9,20,famplan,famplan,,,1
Jeannie I. Rosoff,Stanley K. Henshaw,3,20,famplan,famplan,,,1
Charles F. Westoff,Stanley K. Henshaw,16,20,famplan,famplan,Westoff,,1
Deirdre Wulf,Stanley K. Henshaw,7,20,famplan,famplan,,,1
Nancy J. Binkin,Stanley K. Henshaw,4,20,famplan,famplan,,,1
Ellen Blaine,Stanley K. Henshaw,1,20,famplan,famplan,,,1
Jack C. Smith,Stanley K. Henshaw,13,20,famplan,famplan,,,2
Jane Silverman,Stanley K. Henshaw,2,20,famplan,famplan,,,2
Margaret Terry Orr,Stanley K. Henshaw,1,20,famplan,famplan,,,1
Lisa M. Koonin,Stanley K. Henshaw,1,20,famplan,famplan,,,1
Aida Torres,Stanley K. Henshaw,8,20,famplan,famplan,,,2
Jacqueline D. Forrest,Stanley K. Henshaw,1,20,famplan,famplan,,,1
Stanley K. Henshaw,Susheela Singh,20,12,famplan,demography,,,1
Alvaro Conde,Joan M. Herold,1,5,famplan,demography,,,1
Alvaro Conde,Eugenia Monterroso,1,1,famplan,famplan,,,1
Alvaro Conde,Leo Morris,1,12,famplan,pubh,,,1
Alvaro Conde,Gustavo Castellanos,1,1,famplan,famplan,,,1
Alison Spitz,Alvaro Conde,2,1,famplan,famplan,,,1
Diane N. Lye,S. Philip Morgan,1,18,sociology,sociology,,Morgan,1
Diane N. Lye,Gretchen A. Condran,1,4,sociology,demography,,,1
Opia Mensah Kumah,Phyllis T. Piotrow,1,2,famplan,famplan,,,1
D. Lawrence Kincaid,Opia Mensah Kumah,2,1,famplan,famplan,,,1
Michelle J. Hindin,Opia Mensah Kumah,1,1,famplan,famplan,,,1
Cheryl L. Lettenmaier,Opia Mensah Kumah,1,1,famplan,famplan,,,1
Innocent Kuseka,Opia Mensah Kumah,1,1,famplan,famplan,,,1
Opia Mensah Kumah,Terry Silberman,1,1,famplan,famplan,,,1
Alex Zinanga,Opia Mensah Kumah,1,1,famplan,famplan,,,1
Florence Chikara,Opia Mensah Kumah,1,1,famplan,famplan,,,1
Donald J. Adamchak,Opia Mensah Kumah,6,1,demography,famplan,,,1
Michael T. Mbizvo,Opia Mensah Kumah,5,1,eugenics,famplan,,,1
Opia Mensah Kumah,Wilma Lynn,1,1,famplan,famplan,,,1
Opia Mensah Kumah,Young-Mi Kim,1,2,famplan,famplan,,,1
Jerald R. Herting,Thomas W. Pullum,1,4,demography,demography,,,1
Jerald R. Herting,Lucky M. Tedrow,1,1,demography,demography,,,1
Kim M. Lloyd,Scott J. South,2,11,demography,sociology,,,2
Barbara Janowitz,John H. Bratt,16,2,famplan,famplan,,,2
John H. Bratt,Margarita Suazo,2,3,famplan,famplan,,,1
Daniel B. Fried,John H. Bratt,1,2,famplan,famplan,,,1
John H. Bratt,Patricia E. Bailey,2,2,famplan,famplan,,,1
John E. Anderson,Susan Arday,7,1,famplan,famplan,,,1
Laura Kann,Susan Arday,3,1,famplan,famplan,,,1
Deborah Holtzman,Susan Arday,1,1,famplan,famplan,,,1
Ben Truman,Susan Arday,1,1,famplan,famplan,,,1
Lloyd Kolbe,Susan Arday,2,1,pubh,famplan,,,1
James A. Sweet,Larry L. Bumpass,1,7,famplan,famplan,,Bumpass,1
J. Lynne Davies,Thalia Barreto,1,1,famplan,famplan,,,1
J. Lynne Davies,Oona M. R. Campbell,1,1,famplan,famplan,,,1
J. Lynne Davies,Vincent Fauveau,1,4,famplan,demography,,,1
J. Lynne Davies,Veronique G. A. Filippi,1,1,famplan,famplan,,,1
J. Lynne Davies,Wendy J. Graham,1,1,famplan,famplan,,,1
J. Lynne Davies,Masuma Mamdani,1,1,famplan,famplan,,,1
Cleone I. F. Rooney,J. Lynne Davies,1,1,famplan,famplan,,,1
J. Lynne Davies,Nahid F. Toubia,1,1,famplan,famplan,,,1
Malathi Ram,Rebeca Wong,1,3,demography,economics,,,1
Anne R. Pebley,Sara Millman,7,4,demography,demography,Pebley,,1
Alberto Palloni,Sara Millman,8,4,general,demography,Palloni,,1
Jim Ross,Laura Kann,1,3,pubh,famplan,,,1
Jim Ross,Wick Warren,1,1,pubh,pubh,,,1
Janet L. Collins,Jim Ross,1,1,pubh,pubh,,,1
Beth Collins,Jim Ross,1,1,pubh,pubh,,,1
Jim Ross,Lloyd J. Kolbe,1,3,pubh,pubh,,,1
Jay D. Teachman,Paul T. Schollaert,12,1,sociology,demography,,,1
Daniel Alex Heckert,Jay D. Teachman,1,12,demography,sociology,,,1
Jay D. Teachman,Karen A. Polonko,12,3,sociology,demography,,,3
Geoffrey K. Leigh,Jay D. Teachman,1,12,sociology,sociology,,,1
Jay D. Teachman,Jeffrey Thomas,12,1,sociology,demography,,,1
Jay D. Teachman,Kathleen Paasch,12,2,sociology,demography,,,2
Jay D. Teachman,Karen Price Carver,12,2,sociology,demography,,,2
Jay D. Teachman,Tom Fricke,12,1,sociology,demography,,,1
Jay D. Teachman,S. Philip Morgan,12,18,sociology,sociology,,Morgan,1
Alex Heckert,Jay D. Teachman,1,12,demography,sociology,,,1
Nancy S. Landale,Susan M. Hauan,14,1,sociology,demography,,,1
Barbara Janowitz,Christine Colven,16,1,famplan,famplan,,,1
Christine Colven,Joaquin Nunez,1,1,famplan,famplan,,,1
Christine Colven,Deborah L. Covington,1,4,famplan,famplan,,,1
Susan Greenhalgh,Zhu Chuzhu,10,1,general,demography,,,1
Li Nan,Zhu Chuzhu,1,1,demography,demography,,,1
Hans Ullmann,Philip L. Martin,1,13,demography,general,,,1
Elmar HöNekopp,Hans Ullmann,1,1,demography,demography,,,1
Carmen Miro,Lanny Thompson,5,1,famplan,demography,,,1
Arland Thornton,Willard L. Rodgers,14,3,sociology,demography,Thornton,,2
Greg J. Duncan,Willard L. Rodgers,5,3,famplan,demography,,,1
Laura A. Brown,Marcia A. Angle,1,1,famplan,famplan,,,1
Marcia A. Angle,Pierre Buekens,1,2,famplan,famplan,,,1
Lisa J. Neidert,Reynolds Farley,1,4,sociology,demography,,Farley,1
Jay D. Teachman,Jeffrey Thomas,12,1,sociology,demography,,,1
Jeffrey Thomas,Kathleen Paasch,1,2,demography,demography,,,1
Arland Thornton,William G. Axinn,14,5,sociology,sociology,Thornton,,4
Arland Thornton,Daniel H. Hill,14,2,sociology,sociology,Thornton,,1
Arland Thornton,Donald Camburn,14,1,sociology,demography,Thornton,,1
Arland Thornton,Maxine Weinstein,14,6,sociology,demography,Thornton,,1
Arland Thornton,Ronald Freedman,14,13,sociology,famplan,Thornton,Freedman,1
Arland Thornton,Te-Hsiung Sun,14,5,sociology,demography,Thornton,,1
Arland Thornton,Ming-Cheng Chang,14,6,sociology,demography,Thornton,,1
Arland Thornton,Willard L. Rodgers,14,3,sociology,demography,Thornton,,2
Arland Thornton,Marin E. Clarkberg,14,1,sociology,demography,Thornton,,1
Arland Thornton,Frances Goldscheider,14,4,sociology,demography,Thornton,,2
Arland Thornton,Linda Young-Demarco,14,2,sociology,demography,Thornton,,2
Cheryl Lettenmaier,Thomas W. Valente,2,1,famplan,famplan,,,1
Cheryl Lettenmaier,Young Mi Kim,2,1,famplan,famplan,,,1
Cheryl Lettenmaier,William Glass,2,1,famplan,famplan,,,1
Cheryl Lettenmaier,Yankuba Dibba,2,1,famplan,famplan,,,1
Cheryl Lettenmaier,Dale Huntington,2,5,famplan,famplan,,,1
Cheryl Lettenmaier,Isaac Obeng-Quaidoo,2,1,famplan,famplan,,,1
Kathryn M. Neckerman,Mark Testa,1,1,general,general,,,1
Kathryn M. Neckerman,Nan Marie Astone,1,4,general,sociology,,,1
Kathryn M. Neckerman,Marilyn Krogh,1,1,general,general,,,1
Alexander E. Omu,Sharon S. Weir,1,1,famplan,famplan,,,1
Barbara Janowitz,Sharon S. Weir,16,1,famplan,famplan,,,1
Deborah L. Covington,Sharon S. Weir,4,1,famplan,famplan,,,1
Peter R. Lamptey,Sharon S. Weir,1,1,famplan,famplan,,,1
Nadine N. Burton,Sharon S. Weir,1,1,famplan,famplan,,,1
James Lee,Wang Feng,1,3,demography,general,,,1
Cameron Campbell,James Lee,3,1,demography,demography,,,1
Isaac W. Eberstein,Robert A. Hummer,5,3,sociology,demography,,,2
Charles B. Nam,Robert A. Hummer,4,3,sociology,demography,Nam,,2
Allan F. Abrahamse,Peter A. Morrison,1,2,famplan,demography,,,1
Linda J. Waite,Peter A. Morrison,15,2,demography,demography,Waite,,1
Peter A. Morrison,William A. V. Clark,2,1,demography,demography,,,1
James W. Buehler,Ruth L. Berkelman,7,1,pubh,pubh,,,1
Donna F. Stroup,Ruth L. Berkelman,2,1,pubh,pubh,,,1
Douglas N. Klaucke,Ruth L. Berkelman,1,1,pubh,pubh,,,1
Jeffrey R. Harris,Linda A. Valleroy,2,1,demography,demography,,,1
Linda A. Valleroy,Peter O. Way,1,2,demography,demography,,,1
Alden Speare Jr.,Judith W. Meyer,5,1,economics,geography,,,1
Katherine Fennelly,Lynne Casper,3,1,demography,famplan,,,1
Gretchen Cornwell,Lynne Casper,1,1,famplan,famplan,,,1
Jeanne Brooks-Gunn,Naomi Sealand,2,1,sociology,sociology,,,1
Greg J. Duncan,Naomi Sealand,5,1,famplan,sociology,,,1
Naomi Sealand,Pamela Kato Klebanov,1,1,sociology,sociology,,,1
Charles W. Warren,Pansy Hamilton,12,1,demography,famplan,,,1
Dorian Powell,Pansy Hamilton,1,1,famplan,famplan,,,1
Leo Morris,Pansy Hamilton,12,1,pubh,famplan,,,1
Jean Jackson,Pansy Hamilton,1,1,famplan,famplan,,,1
Jorge Durand,Katharine M. Donato,3,4,sociology,sociology,,,2
Douglas S. Massey,Katharine M. Donato,29,4,demography,sociology,Massey,,2
Katharine M. Donato,Marta Tienda,4,10,sociology,sociology,,Tienda,1
Hector Cordero-GuzmáN,Katharine M. Donato,1,4,sociology,sociology,,,1
Frederick L. Trowbridge,Ray Yip,1,2,pubh,pubh,,,1
Frederick L. Trowbridge,Lee Fleshood,1,1,pubh,pubh,,,1
Frederick L. Trowbridge,Thomas C. Spillman,1,1,pubh,pubh,,,1
