source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Felix Mascarin,Noreen Goldman,3,13,famplan,famplan,,,1
J. N. Hobcraft,Noreen Goldman,2,13,demography,famplan,,,1
Noreen Goldman,V. C. Chidambaram,13,2,famplan,demography,,,1
Charles Hammerslough,Noreen Goldman,2,13,demography,famplan,,,1
Leo Morris,Odon Frutos,9,1,famplan,famplan,,,1
John E. Anderson,Odon Frutos,14,1,pubh,famplan,,,1
Odon Frutos,Richard S. Monteith,1,2,famplan,famplan,,,1
Odon Frutos,Roberto Kriskovich,1,1,famplan,famplan,,,1
Juan Schoemaker,Odon Frutos,1,1,famplan,famplan,,,1
Carol A. Nickerson,Kathy R. Widmer,1,1,demography,demography,,,1
Carol A. Nickerson,Gary H. Mcclelland,1,3,demography,demography,,,1
Anne R. Pebley,James Trussell,13,24,demography,demography,Pebley,,2
Anne R. Pebley,Hernan Delgado,13,2,demography,demography,Pebley,,2
Anne R. Pebley,Elena Brinemann,13,1,demography,famplan,Pebley,,1
Anne R. Pebley,Noreen Goldman,13,13,demography,famplan,Pebley,,2
Anne R. Pebley,Graham Lord,13,2,demography,demography,Pebley,,1
Anne R. Pebley,Charles F. Westoff,13,29,demography,demography,Pebley,Westoff,3
Anne R. Pebley,James W. Brackett,13,2,demography,famplan,Pebley,,1
Anne R. Pebley,Lois E. Paul,13,1,demography,famplan,Pebley,,1
Anne R. Pebley,John B. Casterline,13,2,demography,famplan,Pebley,,1
Anne R. Pebley,David E. Bloom,13,5,demography,eugenics,Pebley,,1
Anne R. Pebley,Elena Brineman,13,1,demography,demography,Pebley,,1
Andrea Tyree,Robert W. Hodge,3,2,sociology,sociology,,,1
Moshe Semyonov,Robert W. Hodge,4,2,sociology,sociology,,,1
Andrew Cherlin,Robert W. Hodge,5,2,sociology,sociology,Cherlin,,1
German Rodriguez,John Cleland,4,2,famplan,famplan,,,1
John B. Casterline,John Cleland,2,2,famplan,famplan,,,1
John Cleland,Susheela Singh,2,2,famplan,demography,,,1
Hazel Ashurst,John Cleland,1,2,famplan,famplan,,,1
John E. Anderson,Melita Gesche,14,1,pubh,famplan,,,1
Leo Morris,Melita Gesche,9,1,famplan,famplan,,,1
Celeste M. Smucker,George B. Simmons,1,5,demography,famplan,,,1
Celeste M. Smucker,Stan Bernstein,1,3,demography,pubh,,,1
B. D. Misra,Celeste M. Smucker,3,1,famplan,demography,,,1
Albert I. Hermalin,Napaporn Chayovan,6,1,demography,famplan,Hermalin,,1
John Knodel,Napaporn Chayovan,17,1,demography,famplan,,,1
Laurie S. Zabin,Marilyn B. Hirsch,2,2,famplan,famplan,,,1
Edward A. Smith,Laurie S. Zabin,1,2,famplan,famplan,,,1
Janet B. Hardy,Laurie S. Zabin,2,2,famplan,famplan,,,2
Laurie S. Zabin,Samuel D. Clark Jr.,2,2,famplan,famplan,,,1
A. S. G. Faruque,Shushum Bhatia,2,8,famplan,famplan,,,2
A. S. G. Faruque,W. H. Mosley,2,2,famplan,famplan,,,1
A. S. G. Faruque,J. Chakraborty,2,8,famplan,demography,,,2
Dudley L. Poston Jr.,Joachim Singelmann,5,2,sociology,demography,,,1
Dudley L. Poston Jr.,Ralph White,5,1,sociology,demography,,,1
Dudley L. Poston Jr.,W. Parker Frisbie,5,7,sociology,demography,,Frisbie,2
Dudley L. Poston Jr.,Walter T. Martin,5,1,sociology,demography,,,1
J. Richard Udry,R. L. Cliquet,10,1,eugenics,demography,Udry,,1
Leo Morris,Roberto Kriskovich,9,1,famplan,famplan,,,1
John E. Anderson,Roberto Kriskovich,14,1,pubh,famplan,,,1
Richard S. Monteith,Roberto Kriskovich,2,1,famplan,famplan,,,1
Juan Schoemaker,Roberto Kriskovich,1,1,famplan,famplan,,,1
Odon Frutos,Roberto Kriskovich,1,1,famplan,famplan,,,1
Charles Hirschman,Ronald Rindfuss,14,1,sociology,sociology,Hirschman,Rindfuss,1
David Hittle,William R. Kelly,1,4,demography,famplan,,,1
David Hittle,Phillips Cutright,1,13,demography,demography,,,1
Andrew Mason,Linda G. Martin,2,5,demography,demography,,,1
Linda G. Martin,Suzanne Culter,5,1,demography,demography,,,1
J. Trussell,Linda G. Martin,3,5,demography,demography,,,1
Florentina Reyes Salvail,Linda G. Martin,1,5,demography,demography,,,1
Linda G. Martin,Nasra M. Shah,5,8,demography,demography,,,1
Larry Bumpass,Ronald R. Rindfuss,5,21,famplan,sociology,Bumpass,Rindfuss,4
James A. Palmore,Larry Bumpass,8,5,demography,famplan,,Bumpass,1
Larry Bumpass,Mercedes Concepcion,5,1,famplan,demography,Bumpass,,1
Byoung Mohk Choi,Larry Bumpass,1,5,demography,famplan,,Bumpass,1
Craig St. John,Larry Bumpass,6,5,sociology,famplan,,Bumpass,1
Charles Teddlie,J. Richard Udry,1,10,demography,eugenics,,Udry,1
C. M. Suchindran,Charles Teddlie,5,1,demography,demography,,,1
Brendan P. Mullan,Douglas S. Massey,2,8,demography,sociology,,Massey,2
Douglas S. Massey,Joshua S. Reichert,8,1,sociology,demography,Massey,,1
Douglas S. Massey,Josh Reichert,8,2,sociology,demography,Massey,,2
Douglas S. Massey,Kathleen M. Schnabel,8,1,sociology,demography,Massey,,1
Douglas S. Massey,Lucky M. Tedrow,8,2,sociology,demography,Massey,,1
John Hobcraft,Shea Rutstein,3,1,famplan,demography,,,1
John W. Mcdonald,Shea Rutstein,1,1,demography,demography,,,1
Gek-Ching Thai,Robert D. Retherford,1,5,eugenics,famplan,,,1
Pamela K. Hecht,Phillips Cutright,1,13,sociology,demography,,,1
Farquhar Stirling,Haryono Suyono,1,6,famplan,famplan,,,1
Farquhar Stirling,Nancy Piet,1,1,famplan,famplan,,,1
Farquhar Stirling,John A. Ross,1,7,famplan,demography,,,1
George F. Brown,Irving Sivin,6,6,famplan,famplan,,,1
Francisco Alvarez-Sanchez,Irving Sivin,2,6,famplan,famplan,,,2
Irving Sivin,Soledad Diaz,6,2,famplan,famplan,,,2
Irving Sivin,Olivia Mcdonald,6,1,famplan,famplan,,,1
Irving Sivin,Pentti Holma,6,2,famplan,famplan,,,2
Elsimar Coutinho,Irving Sivin,1,6,famplan,famplan,,,1
Dale N. Robertson,Irving Sivin,2,6,famplan,famplan,,,2
Anrudh K. Jain,Irving Sivin,5,6,demography,famplan,,,1
Haryono Suyono,Nancy Piet,6,1,famplan,famplan,,,1
Farquhar Stirling,Nancy Piet,1,1,famplan,famplan,,,1
John A. Ross,Nancy Piet,7,1,demography,famplan,,,1
G. Roberto Santiso,Maria Antonieta Pineda,4,2,famplan,famplan,,,2
Jane T. Bertrand,Maria Antonieta Pineda,6,2,demography,famplan,,,2
J. T. Johnson,N. L. Aziz,1,1,demography,demography,,,1
N. L. Aziz,R. Chander,1,1,demography,demography,,,1
Dorothy Fernandez,N. L. Aziz,4,1,economics,demography,,,1
B. A. Tan,N. L. Aziz,1,1,demography,demography,,,1
H. Bond,N. L. Aziz,1,1,demography,demography,,,1
L. Corsa,N. L. Aziz,1,1,demography,demography,,,1
James Trussell,Jane Menken,24,11,demography,demography,,Menken,8
Debra Stempel,Jane Menken,1,11,demography,demography,,Menken,1
Jane Menken,Ozer Babakol,11,1,demography,demography,Menken,,1
Barbara L. Lindheim,Jane Menken,3,11,famplan,demography,,Menken,1
Barbara Vaughan,Jane Menken,3,11,famplan,demography,,Menken,2
Elise F. Jones,Jane Menken,9,11,demography,demography,,Menken,1
Allen L. Schirm,Jane Menken,1,11,famplan,demography,,Menken,1
Jane Menken,William R. Grady,11,2,demography,famplan,Menken,,1
James Mccarthy,Jane Menken,8,11,demography,demography,,Menken,1
Jane Menken,Susan Watkins,11,1,demography,history,Menken,,1
Jane Menken,John Hobcraft,11,3,demography,famplan,Menken,,1
Jane Menken,Samuel Preston,11,2,demography,demography,Menken,Preston,1
James Trussell,Richard Steckel,24,1,demography,history,,,1
Douglas H. Huber,Sallie Craig Huber,3,1,famplan,famplan,,,1
John Cleland,Susheela Singh,2,2,famplan,demography,,,1
John B. Casterline,Susheela Singh,2,2,famplan,demography,,,1
Hazel Ashurst,Susheela Singh,1,2,famplan,demography,,,1
R. E. Lightbourne,Susheela Singh,1,2,demography,demography,,,1
S. Elizabeth Kelly,Sriani Basnayake,1,1,famplan,famplan,,,1
James E. Higgins,S. Elizabeth Kelly,1,1,famplan,famplan,,,1
Peter C. Miller,S. Elizabeth Kelly,2,1,famplan,famplan,,,1
S. Elizabeth Kelly,Susan M. Rogers,1,1,famplan,famplan,,,1
Joel Smith,Kenneth Manton,2,1,demography,sociology,,,1
David Bromley,Kenneth Manton,1,1,sociology,sociology,,,1
Kevin Oreilly,Stanley K. Henshaw,1,8,famplan,famplan,,,1
Kingsley Davis,Pietronella Van Den Oever,5,2,demography,demography,Davis,,2
Makhdoom A. Shah,Warren C. Robinson,1,1,famplan,famplan,,,1
Makhdoom A. Shah,Nasra M. Shah,1,8,famplan,demography,,,1
James E. Higgins,Sriani Basnayake,1,1,famplan,famplan,,,1
James E. Higgins,Peter C. Miller,1,2,famplan,famplan,,,1
James E. Higgins,Susan M. Rogers,1,1,famplan,famplan,,,1
James E. Higgins,S. Elizabeth Kelly,1,1,famplan,famplan,,,1
Lincoln C. Chen,Stan Dsouza,10,4,famplan,famplan,,,3
Makhlisur Rahman,Stan Dsouza,4,4,famplan,famplan,,,1
J. Chakraborty,Stan Dsouza,8,4,demography,famplan,,,1
A. M. Sardar,Stan Dsouza,1,4,famplan,famplan,,,1
Emdadul Huq,Stan Dsouza,1,4,demography,famplan,,,1
Abbas Bhuiya,Stan Dsouza,1,4,demography,famplan,,,1
John Laing,Suwardjono Surjaningrat,1,3,famplan,famplan,,,1
Haryono Suyono,Suwardjono Surjaningrat,6,3,famplan,famplan,,,2
J. S. Parsons,Suwardjono Surjaningrat,3,3,famplan,famplan,,,1
R. Henry Pardoko,Suwardjono Surjaningrat,1,3,famplan,famplan,,,1
Peter Patta Sumbung,Suwardjono Surjaningrat,1,3,famplan,famplan,,,1
M. Soedarmadi,Suwardjono Surjaningrat,1,3,famplan,famplan,,,1
John E. Anderson,Wan Fook-Kee,14,1,pubh,famplan,,,1
Mark C. E. Cheng,Wan Fook-Kee,2,1,famplan,famplan,,,1
Attaher H. Toure,Nancy J. Binkin,1,1,famplan,famplan,,,1
Attaher H. Toure,Nadine N. Burton,1,1,famplan,famplan,,,1
Attaher H. Toure,M. Lamine Traore,1,1,famplan,famplan,,,1
Attaher H. Toure,Roger W. Rochat,1,7,famplan,pubh,,,1
Frank D. Bean,Susan H. Cochrane,10,2,sociology,demography,,,1
Raymond L. Langsten,Robert G. Potter,1,15,famplan,famplan,,,1
Frances E. Kobrin,Raymond L. Langsten,6,1,famplan,famplan,,,1
Allan Rosenfield,Anthony Bennett,4,1,famplan,famplan,,,1
Anthony Bennett,Somsak Varakamin,1,5,famplan,famplan,,,1
Anthony Bennett,Donald Lauro,1,1,famplan,famplan,,,1
Antonio Ugalde,Gilbert CáRdenas,1,1,demography,demography,,,1
Frank D. Bean,Gilbert CáRdenas,10,1,sociology,demography,,,1
Jane T. Bertrand,W. E. Bertrand,6,1,demography,demography,,,1
Miatudila Malonga,W. E. Bertrand,1,1,demography,demography,,,1
Anthony R. Measham,Jalaluddin Akbar,6,1,demography,famplan,,,1
Atiqur Rahman Khan,Jalaluddin Akbar,4,1,demography,famplan,,,1
Jalaluddin Akbar,Michael J. Rosenberg,1,3,famplan,famplan,,,1
Jalaluddin Akbar,Suraiya Jabeen,1,2,famplan,famplan,,,1
Hasina Banu,Jalaluddin Akbar,1,1,famplan,famplan,,,1
Jalaluddin Akbar,James F. Phillips,1,6,famplan,famplan,,,1
Amy Ong Tsui,Carlos Welti-Chanes,4,2,demography,demography,,,2
Carlos Welti-Chanes,Dennis P. Hogan,2,10,demography,sociology,,,2
Carlos Welti-Chanes,Jay D. Teachman,2,8,demography,famplan,,,2
Robert W. Gardner,Roy G. Smith,2,3,demography,famplan,,,1
Patricia Steinhoff,Robert W. Gardner,1,2,famplan,demography,,,1
Chin S. Chung,Robert W. Gardner,1,2,famplan,demography,,,1
James A. Palmore,Robert W. Gardner,8,2,demography,demography,,,1
Gordon F. De Jong,Robert W. Gardner,3,2,general,demography,,,1
Ricardo G. Abad,Robert W. Gardner,1,2,demography,demography,,,1
Fred Arnold,Robert W. Gardner,3,2,demography,demography,,,1
Benjamin V. Carino,Robert W. Gardner,1,2,demography,demography,,,1
James T. Fawcett,Robert W. Gardner,3,2,demography,demography,,,1
J. Richard Udry,R. L. Cliquet,10,1,eugenics,demography,Udry,,1
Ellen Shapiro Fried,J. Richard Udry,2,10,demography,eugenics,,Udry,2
J. Richard Udry,Sandra Lynn Hofferth,10,1,eugenics,demography,Udry,,1
J. Richard Udry,Karl E. Bauman,10,1,eugenics,demography,Udry,,1
J. Richard Udry,Naomi M. Morris,10,2,eugenics,eugenics,Udry,,2
J. Richard Udry,John D. Palmer,10,1,eugenics,eugenics,Udry,,1
J. Richard Udry,Susan F. Newcomer,10,1,eugenics,demography,Udry,,1
Fred W. Reed,J. Richard Udry,1,10,demography,eugenics,,Udry,1
J. Richard Udry,Maxine Ruppert,10,1,eugenics,demography,Udry,,1
Charles Teddlie,J. Richard Udry,1,10,demography,eugenics,,Udry,1
C. M. Suchindran,J. Richard Udry,5,10,demography,eugenics,,Udry,1
Kiyosi Hirosima,S. Philip Morgan,1,7,sociology,sociology,,Morgan,1
C. S. Chung,Patricia G. Steinhoff,1,2,famplan,famplan,,,1
C. S. Chung,Roy G. Smith,1,3,famplan,famplan,,,1
C. S. Chung,James A. Palmore,1,8,famplan,demography,,,1
C. S. Chung,Milton Diamond,1,1,famplan,famplan,,,1
Elise F. Jones,Lois Paul,9,1,demography,famplan,,,1
Charles F. Westoff,Elise F. Jones,29,9,demography,demography,Westoff,,5
Barbara Vaughan,Elise F. Jones,3,9,famplan,demography,,,1
Elise F. Jones,James Trussell,9,24,demography,demography,,,1
Elise F. Jones,Jane Menken,9,11,demography,demography,,Menken,1
Elise F. Jones,James R. Beniger,9,1,demography,famplan,,,1
David R. Johnson,Phillips Cutright,1,13,sociology,demography,,,1
David R. Johnson,Michael Hout,1,7,sociology,demography,,,1
F. E. Kobrin,Robert G. Potter,1,15,demography,famplan,,,1
Kenneth F. Schulz,Willard Cates Jr.,3,9,famplan,pubh,,,2
David A. Grimes,Kenneth F. Schulz,2,3,famplan,famplan,,,2
Carl W. Tyler Jr.,Kenneth F. Schulz,2,3,famplan,famplan,,,1
James D. Shelton,Kenneth F. Schulz,2,3,pubh,famplan,,,1
Edward A. Brann,Kenneth F. Schulz,1,3,famplan,famplan,,,1
Linda Atkinson,Richard Lincoln,2,7,famplan,famplan,,,2
Richard Lincoln,S. Bruce Schearer,7,4,famplan,famplan,,,2
Oscar Harkavy,Richard Lincoln,2,7,famplan,famplan,Harkavy,,2
Brigitte Doring-Bradley,Richard Lincoln,2,7,famplan,famplan,,,1
Barbara L. Lindheim,Richard Lincoln,3,7,famplan,famplan,,,1
Maureen A. Cotterill,Richard Lincoln,2,7,famplan,famplan,,,1
Atef M. Khalifa,J. Mayone Stycos,1,8,famplan,demography,,,1
Atef M. Khalifa,Aziz Bindary,1,1,famplan,famplan,,,1
Atef M. Khalifa,Roger C. Avery,1,5,famplan,famplan,,,1
Atef M. Khalifa,Hussein Abdel-Aziz Sayed,1,1,famplan,famplan,,,1
Ann Way,Atef M. Khalifa,1,1,famplan,famplan,,,1
James H. Mielke,Kari Pitkanen,2,1,eugenics,demography,,,1
Kari Pitkanen,Lynn B. Jorde,1,2,demography,eugenics,,,1
Kari Pitkanen,P. Gene Trapp,1,2,demography,eugenics,,,1
Douglas L. Anderton,Kari Pitkanen,3,1,demography,demography,,,1
Aldur W. Eriksson,Kari Pitkanen,2,1,eugenics,demography,,,1
M. Soedarmadi,Suwardjono Surjaningrat,1,3,famplan,famplan,,,1
M. Soedarmadi,R. Henry Pardoko,1,1,famplan,famplan,,,1
M. Soedarmadi,Peter Patta Sumbung,1,1,famplan,famplan,,,1
Douglas S. Massey,Josh Reichert,8,2,sociology,demography,Massey,,2
David A. Grimes,Willard Cates Jr.,2,9,famplan,pubh,,,2
David A. Grimes,Kenneth F. Schulz,2,3,famplan,famplan,,,2
Carl W. Tyler Jr.,David A. Grimes,2,2,famplan,famplan,,,1
Andrew D. Foster,Charles F. Westoff,1,29,famplan,demography,,Westoff,1
Andrew D. Foster,Gerard Calot,1,1,famplan,famplan,,,1
Amy Ong Tsui,Dennis P. Hogan,4,10,demography,sociology,,,2
Amy Ong Tsui,Carlos Welti-Chanes,4,2,demography,demography,,,2
Amy Ong Tsui,Jay D. Teachman,4,8,demography,famplan,,,2
Clifford J. Clarke,W. Parker Frisbie,1,7,sociology,demography,,Frisbie,1
Loh Sow Khin,Shamsuddin Bin Abdul Rahman,1,1,famplan,famplan,,,1
Loh Sow Khin,Tan Boon Ann,1,2,famplan,eugenics,,,1
Loh Sow Khin,M. Subbiah,1,1,famplan,famplan,,,1
Loh Sow Khin,Yusof Bakar,1,1,famplan,famplan,,,1
Charles W. Warren,Jorge Martinez-Manautou,4,1,pubh,famplan,,,1
Jack C. Smith,Jorge Martinez-Manautou,8,1,famplan,famplan,,,1
Jorge Martinez-Manautou,Jose Garcia-Nunez,1,2,famplan,famplan,,,1
Jorge Martinez-Manautou,Roger W. Rochat,1,7,famplan,pubh,,,1
Jay D. Teachman,Rohadi,8,1,famplan,famplan,,,1
Haryono Suyono,Rohadi,6,1,famplan,famplan,,,1
J. S. Parsons,Rohadi,3,1,famplan,famplan,,,1
Jeffrey S. Passel,Karen A. Woodrow,4,1,statistics,demography,,,1
Apichat Chamratrithirong,Barbara Entwisle,1,3,demography,economics,,,1
Albert I. Hermalin,Apichat Chamratrithirong,6,1,demography,demography,Hermalin,,1
Apichat Chamratrithirong,Peerasit Kamnuansilpa,1,4,demography,demography,,,1
Insook Han Park,James A. Palmore,1,8,famplan,demography,,,1
Insook Han Park,Michael J. Furlong,1,1,famplan,famplan,,,1
Francis X. Buchmeier,Insook Han Park,1,1,famplan,famplan,,,1
Insook Han Park,Laura M. Souder,1,1,famplan,famplan,,,1
Margaret Terry Orr,Mary Chamie,2,4,famplan,demography,,,1
Margaret Terry Orr,Susan Eisman,2,3,famplan,famplan,,,1
Jacqueline D. Forrest,Margaret Terry Orr,3,2,famplan,famplan,,,1
Aida Torres,Margaret Terry Orr,8,2,famplan,famplan,,,1
T. W. Pullum,V. C. Chidambaram,1,2,demography,demography,,,1
J. N. Hobcraft,V. C. Chidambaram,2,2,demography,demography,,,1
Noreen Goldman,V. C. Chidambaram,13,2,famplan,demography,,,1
Allan G. King,Frank D. Bean,2,10,demography,sociology,,,1
Allan G. King,Jeffrey S. Passel,2,4,demography,statistics,,,1
Allan G. Hill,James Allman,4,3,demography,famplan,,,1
James Allman,John May,3,1,famplan,demography,,,1
Albert I. Hermalin,Ming-Cheng Chang,6,7,demography,famplan,Hermalin,,2
Ming-Cheng Chang,Ronald Freedman,7,13,famplan,demography,,Freedman,4
Ming-Cheng Chang,Te-Hsiung Sun,7,8,famplan,famplan,,,4
Baron L. Moots,Ming-Cheng Chang,2,7,sociology,famplan,,,1
Arland Thornton,Ming-Cheng Chang,12,7,famplan,famplan,Thornton,,1
Lolagene C. Coombs,Ming-Cheng Chang,12,7,famplan,famplan,,,1
Janet B. Hardy,Laurie S. Zabin,2,2,famplan,famplan,,,2
Janet B. Hardy,Marilyn B. Hirsch,2,2,famplan,famplan,,,1
Edward A. Smith,Janet B. Hardy,1,2,famplan,famplan,,,1
Janet B. Hardy,Samuel D. Clark Jr.,2,2,famplan,famplan,,,1
P. N. Mari Bhat,Samuel H. Preston,2,16,demography,statistics,,Preston,1
Roger Rochat,Willard Cates Jr.,1,9,famplan,pubh,,,1
John E. Anderson,Walter Rodrigues,14,3,pubh,famplan,,,2
Antonio Marcio Tavares Thome,Walter Rodrigues,2,3,famplan,famplan,,,2
Martin E. Gorosh,Walter Rodrigues,3,3,famplan,famplan,,,1
John A. Ross,Walter Rodrigues,7,3,demography,famplan,,,1
Jose Maria Arruda,Walter Rodrigues,1,3,famplan,famplan,,,1
Ali Ashraf,B. D. Misra,2,3,famplan,famplan,,,1
Ali Ashraf,Ruth Simmons,2,6,famplan,pubh,,,1
Ali Ashraf,George Simmons,2,1,famplan,famplan,,,1
Ali Ashraf,Ruth S. Simmons,2,1,famplan,famplan,,,1
John Knodel,Suthon Panyadilok,17,1,demography,famplan,,,1
Suthon Panyadilok,Tony Bennett,1,4,famplan,famplan,,,1
Charles Hirschman,Morrison G. Wong,14,2,sociology,demography,Hirschman,,1
Jorge H. Del Pinal,Judith Blake,1,8,demography,demography,,Blake,1
M. Dwayne Smith,Robert Nash Parker,1,2,sociology,sociology,,,1
Harry P. Travis,Robert M. Hauser,2,4,sociology,demography,,,2
Harry P. Travis,John N. Koffel,2,2,sociology,sociology,,,2
Harry P. Travis,Peter J. Dickinson,2,2,sociology,sociology,,,2
John Bongaarts,Ron Lesthaeghe,22,3,demography,demography,,,1
Odile Frank,Ron Lesthaeghe,2,3,demography,demography,,,1
Julian Gold,Nancy Binkin,1,1,famplan,famplan,,,1
Nancy Binkin,Willard Cates Jr.,1,9,famplan,pubh,,,1
Nadine N. Burton,Nancy J. Binkin,1,1,famplan,famplan,,,1
Attaher H. Toure,Nancy J. Binkin,1,1,famplan,famplan,,,1
M. Lamine Traore,Nancy J. Binkin,1,1,famplan,famplan,,,1
Nancy J. Binkin,Roger W. Rochat,1,7,famplan,pubh,,,1
Jack C. Smith,Roger W. Rochat,8,7,famplan,pubh,,,3
Charles W. Warren,Jack C. Smith,4,8,pubh,famplan,,,3
Jack C. Smith,Susan E. Holck,8,2,famplan,famplan,,,1
Jack C. Smith,Jay S. Friedman,8,1,famplan,famplan,,,1
Jack C. Smith,John E. Anderson,8,14,famplan,pubh,,,1
Jack C. Smith,Jose Garcia-Nunez,8,2,famplan,famplan,,,1
Jack C. Smith,Jorge Martinez-Manautou,8,1,famplan,famplan,,,1
Jack C. Smith,Warner S. Tillack,8,1,famplan,pubh,,,1
Jack C. Smith,Willard Cates Jr.,8,9,famplan,pubh,,,1
Sriani Basnayake,Susan M. Rogers,1,1,famplan,famplan,,,1
James E. Higgins,Susan M. Rogers,1,1,famplan,famplan,,,1
Peter C. Miller,Susan M. Rogers,2,1,famplan,famplan,,,1
S. Elizabeth Kelly,Susan M. Rogers,1,1,famplan,famplan,,,1
Charles H. C. Chen,Zhong-Hui Feng,3,1,famplan,famplan,,,1
Charles Hirschman,Kim Blankenship,14,1,sociology,sociology,Hirschman,,1
Charles Hirschman,Morrison G. Wong,14,2,sociology,demography,Hirschman,,1
Charles Hirschman,Dorothy Fernandez,14,4,sociology,economics,Hirschman,,1
Charles Hirschman,Nancy J. Mcgirr,14,1,sociology,demography,Hirschman,,1
Charles Hirschman,Marilyn Butler,14,1,sociology,demography,Hirschman,,1
Charles Hirschman,Ronald Rindfuss,14,1,sociology,sociology,Hirschman,Rindfuss,1
Barbara Von Elm,Charles Hirschman,1,14,demography,sociology,,Hirschman,1
Charles Hirschman,Ronald R. Rindfuss,14,21,sociology,sociology,Hirschman,Rindfuss,1
Jose Maria Arruda,Martin E. Gorosh,1,3,famplan,famplan,,,1
John A. Ross,Jose Maria Arruda,7,1,demography,famplan,,,1
Jose Maria Arruda,Walter Rodrigues,1,3,famplan,famplan,,,1
Frank D. Bean,Russell L. Curtis Jr.,10,1,sociology,demography,,,1
John P. Marcum,Russell L. Curtis Jr.,3,1,demography,demography,,,1
Charles H. C. Chen,Juan M. Flavier,3,1,famplan,famplan,,,1
James A. Palmore,Michael J. Furlong,8,1,demography,famplan,,,1
Francis X. Buchmeier,Michael J. Furlong,1,1,famplan,famplan,,,1
Insook Han Park,Michael J. Furlong,1,1,famplan,famplan,,,1
Laura M. Souder,Michael J. Furlong,1,1,famplan,famplan,,,1
B. D. Misra,Ruth Simmons,3,6,famplan,pubh,,,1
Ali Ashraf,B. D. Misra,2,3,famplan,famplan,,,1
B. D. Misra,George Simmons,3,1,famplan,famplan,,,1
B. D. Misra,M. A. Koenig,3,1,famplan,demography,,,1
B. D. Misra,G. B. Simmons,3,1,famplan,demography,,,1
B. D. Misra,Celeste M. Smucker,3,1,famplan,demography,,,1
B. D. Misra,George B. Simmons,3,5,famplan,famplan,,,1
B. D. Misra,Stan Bernstein,3,3,famplan,pubh,,,1
Jay S. Friedman,Roger W. Rochat,1,7,famplan,pubh,,,1
Charles W. Warren,Jay S. Friedman,4,1,pubh,famplan,,,1
Jack C. Smith,Jay S. Friedman,8,1,famplan,famplan,,,1
Jay S. Friedman,Susan E. Holck,1,2,famplan,famplan,,,1
Chai Bin Park,Lee-Jay Cho,3,4,famplan,famplan,,,1
Chai Bin Park,James A. Palmore,3,8,famplan,demography,,,1
Jeff A. Borders,Phillips Cutright,1,13,famplan,demography,,,1
Frances E. Kobrin,Robert G. Potter,6,15,famplan,famplan,,,2
Raymond L. Langsten,Robert G. Potter,1,15,famplan,famplan,,,1
Robert G. Potter,S. R. Millman,15,1,famplan,famplan,,,1
John Bongaarts,Robert G. Potter,22,15,demography,famplan,,,1
Charles J. Mode,Robert G. Potter,1,15,demography,famplan,,,1
Robert G. Potter,Roger C. Avery,15,5,famplan,famplan,,,1
Gary S. Littman,Robert G. Potter,1,15,demography,famplan,,,1
F. E. Kobrin,Robert G. Potter,1,15,demography,famplan,,,1
Kathleen Ford,Robert G. Potter,3,15,famplan,famplan,,,1
K. Ford,Robert G. Potter,1,15,demography,famplan,,,1
B. Moots,Robert G. Potter,1,15,demography,famplan,,,1
G. Myriam OrdóñEz,Robert G. Potter,2,15,demography,famplan,,,2
Anthony R. Measham,Robert G. Potter,6,15,demography,famplan,,,1
Carmen Miro,Robert G. Potter,4,15,demography,famplan,,,1
P. M. Kulkarni,Robert G. Potter,1,15,demography,famplan,,,1
J. A. Ross,Robert G. Potter,3,15,demography,famplan,,,1
George B. Simmons,James F. Phillips,5,6,famplan,famplan,,,1
George B. Simmons,Ruth Simmons,5,6,famplan,pubh,,,2
George B. Simmons,Md. Yunus,5,1,famplan,famplan,,,1
Celeste Smucker,George B. Simmons,1,5,demography,famplan,,,1
George B. Simmons,Stan Bernstein,5,3,famplan,pubh,,,2
Eric Jensen,George B. Simmons,1,5,demography,famplan,,,1
Gayl D. Ness,George B. Simmons,2,5,demography,famplan,,,1
Celeste M. Smucker,George B. Simmons,1,5,demography,famplan,,,1
B. D. Misra,George B. Simmons,3,5,famplan,famplan,,,1
Brendan P. Mullan,Douglas S. Massey,2,8,demography,sociology,,Massey,2
Alejandro Portes,José A. Cobas,6,1,demography,sociology,,,1
José A. Cobas,Robert Nash Parker,1,2,sociology,sociology,,,1
James W. Brackett,R. T. Ravenholt,2,2,famplan,demography,,,1
John C. Chao,R. T. Ravenholt,1,2,famplan,demography,,,1
Debra Stempel,Jane Menken,1,11,demography,demography,,Menken,1
Debra Stempel,James Trussell,1,24,demography,demography,,,1
Debra Stempel,Ozer Babakol,1,1,demography,demography,,,1
Jack C. Smith,Warner S. Tillack,8,1,famplan,pubh,,,1
C. M. Suchindran,P. A. Lachenbruch,5,1,demography,demography,,,1
C. M. Suchindran,Janet D. Griffith,5,2,demography,demography,,,2
C. M. Suchindran,Helen P. Koo,5,3,demography,demography,,,2
C. M. Suchindran,El-Sayed Nour,5,2,demography,demography,,,1
C. M. Suchindran,J. Richard Udry,5,10,demography,eugenics,,Udry,1
C. M. Suchindran,Charles Teddlie,5,1,demography,demography,,,1
Maurice M. Macdonald,Ronald R. Rindfuss,2,21,demography,sociology,,Rindfuss,1
Maurice M. Macdonald,Wendy C. Wolf,2,2,demography,demography,,,1
