source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Nancy S. Landale,R. S. Oropesa,12,8,sociology,demography,,,6
Bridget K. Gorman,R. S. Oropesa,4,8,demography,demography,,,2
Daniel Llanes,R. S. Oropesa,1,8,sociology,demography,,,1
R. S. Oropesa,Tanya Kenkre,8,1,demography,demography,,,1
Diana Measham,Karen Stein,1,1,famplan,famplan,,,1
Beverly Winikoff,Karen Stein,8,1,general,famplan,,,1
Luis Eduardo Guarnizo,William Haller,1,1,sociology,sociology,,,1
Alejandro Portes,William Haller,6,1,sociology,sociology,,,1
Christine Fox,Robyn Iredale,1,4,demography,demography,,,1
Arthur L. Greil,Julia Mcquillan,1,1,demography,demography,,,1
Arthur L. Greil,Lynn White,1,4,demography,demography,,,1
Arthur L. Greil,Mary Casey Jacob,1,1,demography,demography,,,1
Elizabeth F. Jackson,Evelyn Sakeah,2,1,famplan,famplan,,,1
Evelyn Sakeah,Patricia Akweongo,1,3,famplan,famplan,,,1
Abraham Hodgson,Evelyn Sakeah,1,1,famplan,famplan,,,1
Evelyn Sakeah,Rofina Asuru,1,1,famplan,famplan,,,1
Evelyn Sakeah,James F. Phillips,1,11,famplan,demography,,,1
Davida Becker,Sandra G. Garcia,1,1,famplan,famplan,,,1
Davida Becker,Ulla Larsen,1,11,famplan,famplan,,,1
Alan Gray,Jamil H. Chowdhury,1,1,famplan,famplan,,,1
Alan Gray,Bruce Caldwell,1,4,famplan,demography,,,1
Ahmed Al-Sabir,Alan Gray,1,1,famplan,famplan,,,1
F. Scott Christopher,Susan Sprecher,1,2,demography,demography,,,1
Evert Van Imhoff,Hanna Van Solinge,4,1,demography,demography,,,1
Bert Jan Flim,Hanna Van Solinge,1,1,demography,demography,,,1
Gary Sandefur,Susan De Vos,1,2,demography,general,,,1
Elizabeth Arias,Susan De Vos,4,2,general,general,,,1
S. Philip Morgan,Sharon Stash,19,3,sociology,demography,Morgan,,1
Herbert L. Smith,Sharon Stash,7,3,famplan,demography,,,1
Karen Oppenheim Mason,Sharon Stash,4,3,demography,demography,Mason,,1
Irma T. Elo,Mark E. Hill,8,5,sociology,demography,,,1
Irma T. Elo,Samuel H. Preston,8,9,sociology,sociology,,Preston,4
Ira Rosenwaike,Irma T. Elo,4,8,sociology,sociology,,,2
Irma T. Elo,Mark Hill,8,1,sociology,demography,,,1
Andrew Foster,Irma T. Elo,1,8,demography,sociology,,,1
Haishan Fu,Irma T. Elo,5,8,demography,sociology,,,1
Cassio M. Turra,Irma T. Elo,1,8,demography,sociology,,,1
Bert Kestenbaum,Irma T. Elo,4,8,demography,sociology,,,1
B. Reneé Ferguson,Irma T. Elo,1,8,demography,sociology,,,1
Irma T. Elo,Rosalind Berkowitz King,8,3,sociology,demography,,,1
Frank F. Furstenberg Jr.,Irma T. Elo,11,8,famplan,sociology,,,1
Irma T. Elo,Michele Gragnolati,8,2,sociology,demography,,,1
Irma T. Elo,Noreen Goldman,8,7,sociology,eugenics,,,1
Irma T. Elo,Quincy Stewart,8,1,sociology,demography,,,1
Anne R. Pebley,Noreen Goldman,2,7,demography,eugenics,Pebley,,1
German Rodriguez,Noreen Goldman,2,7,demography,eugenics,,,1
Haishan Fu,Noreen Goldman,5,7,demography,eugenics,,,1
I-Fen Lin,Noreen Goldman,2,7,demography,eugenics,,,1
Maxine Weinstein,Noreen Goldman,2,7,eugenics,eugenics,,,1
Noreen Goldman,Yu-Hsuan Lin,7,1,eugenics,demography,,,1
Noreen Goldman,Tristan Gorrindo,7,1,eugenics,demography,,,1
Noreen Goldman,Teresa Seeman,7,1,eugenics,demography,,,1
Noreen Goldman,Shigesato Takahashi,7,1,eugenics,demography,,,1
Noreen Goldman,Yuanreng Hu,7,1,eugenics,demography,,,1
Michele Gragnolati,Noreen Goldman,2,7,demography,eugenics,,,1
Irma T. Elo,Noreen Goldman,8,7,sociology,eugenics,,,1
Edward J. Castronova,Hilke Kayser,1,1,demography,demography,,,1
Hilke Kayser,Joachim R. Frick,1,2,demography,demography,,,1
Gert G. Wagner,Hilke Kayser,2,1,demography,demography,,,1
Cynthia B. Lloyd,Sajeda Amin,5,7,famplan,famplan,,,1
Alaka Malwade Basu,Sajeda Amin,4,7,demography,famplan,,,2
Rob Stephenson,Sajeda Amin,1,7,demography,famplan,,,1
Fiona Steele,Sajeda Amin,6,7,famplan,famplan,,,1
Ruchira T. Naved,Sajeda Amin,2,7,demography,famplan,,,2
Nagah H. Al-Bassusi,Sajeda Amin,1,7,demography,famplan,,,1
Ian Diamond,Sajeda Amin,9,7,demography,famplan,,,1
Margaret Newby,Sajeda Amin,1,7,famplan,famplan,,,1
Gregory E. Loya,Michael J. Brien,1,3,demography,demography,,,1
Gregory E. Loya,John V. Pepper,1,1,demography,demography,,,1
Francis Zavier,Sabu S. Padmadas,1,2,famplan,famplan,,,1
Anne R. Pebley,Noreen Goldman,2,7,demography,eugenics,Pebley,,1
Anne R. Pebley,German Rodriguez,2,2,demography,demography,Pebley,,1
Elizabeth Stearns,Guang Guo,1,3,sociology,demography,,,1
Barbara Entwisle,Stephen J. Walsh,8,2,famplan,general,,,1
Ronald R. Rindfuss,Stephen J. Walsh,12,2,sociology,general,Rindfuss,,2
Stephen J. Walsh,Tom P. Evans,2,2,general,demography,,,1
Sara R. Curran,Stephen J. Walsh,4,2,demography,general,,,1
B. L. Turner Ii,Stephen J. Walsh,1,2,general,general,,,1
Jefferson Fox,Stephen J. Walsh,1,2,general,general,,,1
Stephen J. Walsh,Vinod Mishra,2,2,general,general,,,1
Stephen J. Walsh,Susan Hanson,2,1,general,general,,,1
Gretchen C. Daily,Paul R. Ehrlich,1,5,demography,economics,,Ehrlich,2
Alan Booth,Douglas A. Granger,4,1,demography,demography,,,1
Douglas A. Granger,Karen Carver,1,2,demography,demography,,,1
Helga De Valk,Ingrid Esveldt,2,2,eugenics,eugenics,,,1
Aart C. Liefbroer,Ingrid Esveldt,8,2,history,eugenics,,,1
Ingrid Esveldt,KÈNe Henkens,2,2,eugenics,eugenics,,,1
Hein Moors,Ingrid Esveldt,2,2,eugenics,eugenics,,,1
Elsbeth Van Dam,Ingrid Esveldt,1,2,eugenics,eugenics,,,1
Anne Webb,Irving Sivin,2,3,famplan,famplan,,,2
Irving Sivin,Yvonne Stedman,3,2,famplan,famplan,,,2
Helen Doll,Irving Sivin,2,3,famplan,famplan,,,2
Irving Sivin,Martin Vessey,3,1,famplan,famplan,,,1
Beverly Winikoff,Irving Sivin,8,3,general,famplan,,,1
Irving Sivin,Kurus J. Coyaji,3,1,famplan,famplan,,,1
Evelio Cabezas,Irving Sivin,1,3,famplan,famplan,,,1
Irving Sivin,Xiao Bilian,3,2,famplan,famplan,,,1
Gu Sujuan,Irving Sivin,1,3,famplan,famplan,,,1
Du Ming-Kun,Irving Sivin,1,3,famplan,famplan,,,1
Irving Sivin,Usha R. Krishna,3,1,famplan,famplan,,,1
Andrea Eschen,Irving Sivin,1,3,famplan,famplan,,,1
Charlotte Ellertson,Irving Sivin,10,3,famplan,famplan,,,1
Elena Vesselinov,Richard Alba,1,5,demography,demography,,,1
Amy Lutz,Elena Vesselinov,2,1,demography,demography,,,1
Audrey Singer,Douglas S. Massey,3,24,demography,sociology,,Massey,2
Audrey Singer,Marta Tienda,3,6,demography,sociology,,Tienda,1
Jon M. Hussey,Narayan Sastry,2,7,demography,statistics,,,1
Avery M. Guest,Jon M. Hussey,2,2,demography,demography,,,1
Gunnar Almgren,Jon M. Hussey,2,2,demography,demography,,,1
Jeffrey M. Timberlake,Patrick Heuveline,2,8,demography,general,,,2
Frank F. Furstenberg Jr.,Jeffrey M. Timberlake,11,2,famplan,demography,,,1
Dilip C. Nath,Kaushlendra K. Singh,4,1,eugenics,eugenics,,,1
Kaushlendra K. Singh,Kenneth C. Land,1,9,eugenics,sociology,,,1
Duncan Thomas,James P. Smith,5,5,demography,demography,,,1
Elizabeth Frankenberg,James P. Smith,6,5,famplan,demography,,,1
James P. Smith,Kathleen Beegle,5,2,demography,demography,,,1
Graciela Teruel,James P. Smith,1,5,demography,demography,,,1
James P. Smith,Raynard Kington,5,1,demography,demography,,,1
Guillermina Jasso,James P. Smith,3,5,demography,demography,,,2
Douglas S. Massey,James P. Smith,24,5,sociology,demography,Massey,,2
James P. Smith,Mark R. Rosenzweig,5,5,demography,economics,,,2
Alexia Prskawetz,Gustav Feichtinger,9,3,demography,demography,,,3
Gunter Steinmann,Gustav Feichtinger,1,3,demography,demography,,,1
Gustav Feichtinger,Wolfgang Lutz,3,13,demography,general,,,1
Gustav Feichtinger,Sergei Scherbov,3,9,demography,general,,,1
Gustav Feichtinger,Maria Dworak,3,1,demography,demography,,,1
Rachel Connelly,Rachel Willis,2,1,demography,demography,,,1
Deborah S. Degraff,Rachel Willis,5,1,famplan,demography,,,1
Alberto Palloni,Miguel Ceballos,10,1,eugenics,sociology,Palloni,,1
Douglas S. Massey,Miguel Ceballos,1,1,sociology,sociology,,,1
Kristin Espinosa,Miguel Ceballos,1,1,sociology,sociology,,,1
Michael Spittel,Miguel Ceballos,2,1,sociology,sociology,,,1
Amy Lutz,Richard Alba,2,5,demography,demography,,,2
Elena Vesselinov,Richard Alba,1,5,demography,demography,,,1
John Logan,Richard Alba,1,5,demography,demography,,,1
Brian Stults,Richard Alba,1,5,demography,demography,,,1
Richard Alba,Victor Nee,5,4,demography,demography,,,1
Richard Alba,Roxane Silberman,5,1,demography,demography,,,1
Reynolds Farley,Richard Alba,5,5,sociology,demography,Farley,,1
Mark E. Hill,Samuel H. Preston,5,9,demography,sociology,,Preston,2
Irma T. Elo,Mark E. Hill,8,5,sociology,demography,,,1
Ira Rosenwaike,Mark E. Hill,4,5,sociology,demography,,,2
Anne Terborgh,Roberto Santiso Galvez,1,1,famplan,famplan,,,1
James E. Rosen,Roberto Santiso Galvez,1,1,famplan,famplan,,,1
Roberto Santiso Galvez,Willy Terceros,1,1,famplan,famplan,,,1
Jane T. Bertrand,Roberto Santiso Galvez,5,1,famplan,famplan,,,1
Roberto Santiso Galvez,Sheana E. Bull,1,1,famplan,famplan,,,1
Michael S. Rendall,Robert B. Avery,10,1,sociology,sociology,,,1
Diane Shinberg,Vicki A. Freedman,1,2,demography,demography,,,1
Diane Shinberg,Eileen Crimmins,1,1,demography,demography,,,1
Diane Shinberg,Robert F. Schoeni,1,4,demography,demography,,,1
Brenda C. Spillman,Diane Shinberg,1,1,demography,demography,,,1
Diane Shinberg,Hakan Aykan,1,1,demography,demography,,,1
Diane Shinberg,Ellen Kramarow,1,1,demography,demography,,,1
Diane Shinberg,Kenneth Land,1,1,demography,demography,,,1
Diane Shinberg,James Lubitz,1,1,demography,demography,,,1
Diane Shinberg,Kenneth Manton,1,1,demography,demography,,,1
Diane Shinberg,Linda G. Martin,1,3,demography,demography,,,1
Diane Shinberg,Timothy Waidmann,1,1,demography,demography,,,1
J. Richard Udry,Monica Gaughan,4,1,famplan,famplan,Udry,,1
J. Richard Udry,Pamela J. Schwingl,4,1,famplan,famplan,Udry,,1
Bea J. Van Den Berg,J. Richard Udry,1,4,famplan,famplan,,Udry,1
Harriet B. Presser,Jane Lawler Dye,5,1,famplan,famplan,Presser,,1
Francisco Cabral,Luis Guilherme Penteado,1,1,famplan,famplan,,,1
Francisco Cabral,Margarita Diaz,1,5,famplan,famplan,,,1
Francisco Cabral,Juan Diaz,1,4,famplan,famplan,,,1
Francisco Cabral,Laura Ghiron,1,1,famplan,famplan,,,1
Francisco Cabral,Ruth Simmons,1,7,famplan,famplan,,,1
Holly E. Heard,Valarie King,2,4,demography,demography,,,2
Holly E. Heard,Kathleen Mullan Harris,2,6,demography,sociology,,,1
Frans Van Poppel,Jeroen K. Vermunt,10,1,demography,demography,,,1
Aart C. Liefbroer,Jeroen K. Vermunt,8,1,history,demography,,,1
Jeroen K. Vermunt,Wilma Smeenk,1,1,demography,demography,,,1
Monique Biegler,Robert A. Hummer,1,13,sociology,sociology,,,1
Monique Biegler,Peter B. De Turk,1,1,sociology,sociology,,,1
Douglas Forbes,Monique Biegler,3,1,sociology,sociology,,,1
Monique Biegler,W. Parker Frisbie,1,11,sociology,sociology,,Frisbie,1
Monique Biegler,Ying Hong,1,1,sociology,sociology,,,1
Monique Biegler,Starling G. Pullum,1,5,sociology,sociology,,,1
Andrew L. Kavee,Ronald R. Rindfuss,1,12,demography,sociology,,Rindfuss,1
Andrew L. Kavee,Karin L. Brewster,1,5,demography,famplan,,,1
J. Edward Taylor,Scott Rozelle,7,3,demography,demography,,,1
Alan Debrauw,Scott Rozelle,1,3,economics,demography,,,1
J. Edward Taylor,Scott Rozelle,1,3,economics,demography,,,1
Alan De Brauw,Scott Rozelle,1,3,economics,demography,,,1
Dwayne Benjamin,Scott Rozelle,2,3,demography,demography,,,1
Loren Brandt,Scott Rozelle,1,3,demography,demography,,,1
Julian May,Thildé Stevens,2,1,general,general,,,1
Annareth Stols,Thildé Stevens,1,1,general,general,,,1
Emmanuelle Cambois,Jean-Marie Robine,1,5,demography,eugenics,,,1
Emmanuelle Cambois,Mark D. Hayward,1,4,demography,sociology,,,1
Jimy M. Sanders,Victor Nee,1,4,sociology,demography,,,1
Mark R. Montgomery,Michele Gragnolati,5,2,demography,demography,,,1
Kathleen A. Burke,Michele Gragnolati,1,2,demography,demography,,,1
Edmundo Paredes,Michele Gragnolati,1,2,demography,demography,,,1
Irma T. Elo,Michele Gragnolati,8,2,sociology,demography,,,1
Michele Gragnolati,Noreen Goldman,2,7,demography,eugenics,,,1
Ian Askew,Ndugga Baker Maggwa,3,1,demography,famplan,,,1
Andrew Fisher,Ian Askew,1,3,demography,demography,,,1
Heidi Jones,Ian Askew,5,3,famplan,demography,,,1
Ian Askew,Nafissatou Diop,3,1,demography,famplan,,,1
Ian Askew,Inoussa Kabore,3,1,demography,famplan,,,1
Davy M. Chikamata,Saumya Ramarao,1,3,famplan,famplan,,,1
Oliver Chinganya,Saumya Ramarao,1,3,famplan,famplan,,,1
Heidi Jones,Saumya Ramarao,5,3,famplan,famplan,,,2
Marlina Lacuesta,Saumya Ramarao,2,3,famplan,famplan,,,2
Marilou Costello,Saumya Ramarao,2,3,famplan,famplan,,,2
Blesilda Pangolibay,Saumya Ramarao,1,3,famplan,famplan,,,1
Anrudh Jain,Saumya Ramarao,6,3,famplan,famplan,,,1
Bengt-Owe Jansson,Gretchen Daily,1,1,general,general,,,1
Bengt-Owe Jansson,Partha Dasgupta,1,3,general,general,,,1
Bengt-Owe Jansson,Bert Bolin,1,1,general,general,,,1
Bengt-Owe Jansson,Pierre Crosson,1,1,general,general,,,1
Bengt-Owe Jansson,Jacques Du Guerny,1,1,general,general,,,1
Bengt-Owe Jansson,Paul R. Ehrlich,1,5,general,economics,,Ehrlich,1
Bengt-Owe Jansson,Carl Folke,1,1,general,general,,,1
Ann Mari Jansson,Bengt-Owe Jansson,1,1,general,general,,,1
Bengt-Owe Jansson,Nils Kautsky,1,1,general,general,,,1
Ann Kinzig,Bengt-Owe Jansson,1,1,general,general,,,1
Bengt-Owe Jansson,Simon Levin,1,1,general,general,,,1
Bengt-Owe Jansson,Karl-GöRan MäLer,1,1,general,general,,,1
Bengt-Owe Jansson,Per Pinstrup-Andersen,1,2,general,general,,,1
Bengt-Owe Jansson,Domenico Siniscalco,1,1,general,general,,,1
Bengt-Owe Jansson,Brian Walker,1,1,general,general,,,1
Gordon F. De Jong,Michele Steinmetz,6,1,demography,demography,,,1
Dana Glei,Irwin Garfinkel,1,4,demography,demography,,,1
Dana Glei,Sara S. Mclanahan,1,5,demography,sociology,,,1
Joseph H. Pleck,Leighton Ku,1,4,famplan,famplan,,,1
Freya L. Sonenstein,Joseph H. Pleck,3,1,famplan,famplan,,,1
Joseph H. Pleck,Laura D. Lindberg,1,1,famplan,famplan,,,1
Carolyn H. Bradner,Joseph H. Pleck,2,1,famplan,famplan,,,1
Joseph H. Pleck,Scott Boggess,1,2,famplan,famplan,,,1
Fuqin Bian,John R. Logan,1,10,sociology,demography,,,1
Fuqin Bian,Yanjie Bian,1,2,sociology,sociology,,,1
Indra Chaudhury,Jennifer S. Barber,1,8,sociology,sociology,,,1
Indra Chaudhury,Lisa D. Pearce,1,2,sociology,sociology,,,1
Indra Chaudhury,Susan Gurung,1,1,sociology,sociology,,,1
Chang Y. Chung,Thomas J. Espenshade,1,12,demography,sociology,,,1
Chang Y. Chung,Margaret L. Usdansky,1,1,demography,demography,,,1
Quincy Stewart,Samuel H. Preston,1,9,demography,sociology,,Preston,1
Irma T. Elo,Quincy Stewart,8,1,sociology,demography,,,1
Adela Pellegrino,J. Edward Taylor,2,7,demography,demography,,,2
Adela Pellegrino,JoaquíN Arango,2,2,demography,demography,,,2
Adela Pellegrino,Graeme Hugo,2,7,demography,geography,,,2
Adela Pellegrino,Ali Kouaouci,2,2,demography,demography,,,2
Adela Pellegrino,Douglas S. Massey,2,24,demography,sociology,,Massey,2
Anthony Pramualratana,John Knodel,1,10,famplan,famplan,,,1
John V. Pepper,Michael J. Brien,1,3,demography,demography,,,1
Gregory E. Loya,John V. Pepper,1,1,demography,demography,,,1
Noah Lewin-Epstein,Yuval Elmelech,2,1,demography,sociology,,,1
Moshe Semyonov,Yuval Elmelech,4,1,sociology,sociology,,,1
Andrew J. Cherlin,P. Lindsay Chase-Lansdale,8,4,sociology,sociology,Cherlin,,2
Andrew J. Cherlin,Christine Mcrae,8,1,sociology,sociology,Cherlin,,1
Andrew J. Cherlin,Paula Fomby,8,2,sociology,demography,Cherlin,,2
Andrew J. Cherlin,Kathleen E. Kiernan,8,2,sociology,demography,Cherlin,,1
Andrew J. Cherlin,Donna Ruane Morrison,8,1,sociology,demography,Cherlin,,1
Andrew J. Cherlin,Lingxin Hao,8,8,sociology,sociology,Cherlin,,1
Barbara Entwisle,Polina Kozyreva,8,1,famplan,famplan,,,1
Aat C. Liefbroer,KÈNe Henkens,1,2,eugenics,eugenics,,,1
A.C. Liefbroer,KÈNe Henkens,1,2,eugenics,eugenics,,,1
Helga De Valk,KÈNe Henkens,2,2,eugenics,eugenics,,,1
Aart C. Liefbroer,KÈNe Henkens,8,2,history,eugenics,,,1
Ingrid Esveldt,KÈNe Henkens,2,2,eugenics,eugenics,,,1
Dorina Vereau,Robert J. Magnani,1,10,famplan,demography,,,1
Dorina Vereau,Eric E. Seiber,1,2,famplan,famplan,,,1
Dorina Vereau,Emily Zielinski Gutierrez,1,1,famplan,famplan,,,1
Noah Lewin-Epstein,Richard A. Wanner,2,1,demography,demography,,,1
Moshe Semyonov,Richard A. Wanner,4,1,sociology,demography,,,1
Irena Kogan,Richard A. Wanner,1,1,demography,demography,,,1
Ronald R. Rindfuss,Susan Hanson,12,1,sociology,general,Rindfuss,,1
Stephen J. Walsh,Susan Hanson,2,1,general,general,,,1
B. L. Turner Ii,Susan Hanson,1,1,general,general,,,1
Jefferson Fox,Susan Hanson,1,1,general,general,,,1
Susan Hanson,Vinod Mishra,1,2,general,general,,,1
David Sokal,Do Trong Hieu,1,3,famplan,famplan,,,1
David Sokal,Robert Hanenberg,1,1,famplan,famplan,,,1
David Sokal,Trinh Huu Vach,1,1,famplan,famplan,,,1
Dao Quang Vinh,David Sokal,1,1,famplan,famplan,,,1
Jianguo Liu,Yingchun Tan,3,1,demography,demography,,,1
Yingchun Tan,Zhiyun Ouyang,1,1,demography,demography,,,1
Jian Yang,Yingchun Tan,1,1,demography,demography,,,1
Heming Zhang,Yingchun Tan,1,1,demography,demography,,,1
Anna Glasier,Grace Delano,1,1,famplan,famplan,,,1
Evert Ketting,Grace Delano,2,1,famplan,famplan,,,1
Grace Delano,V. T. Palan,1,1,famplan,famplan,,,1
Grace Delano,Lesley Browne,1,1,famplan,famplan,,,1
Grace Delano,Susheel Kaur,1,1,famplan,famplan,,,1
Grace Delano,Xiao Bilian,1,2,famplan,famplan,,,1
Grace Delano,Josue Garza-Flores,1,1,famplan,famplan,,,1
Grace Delano,L. Vasquez Estrada,1,1,famplan,famplan,,,1
Grace Delano,Grace Faoye,1,1,famplan,famplan,,,1
Charlotte Ellertson,Grace Delano,10,1,famplan,famplan,,,1
Elizabeth Armstrong,Grace Delano,2,1,famplan,famplan,,,1
Gavin W. Jones,Philip Guest,3,1,demography,demography,,,1
Gavin W. Jones,John Knodel,3,10,demography,famplan,,,1
Mark R. Montgomery,Michele Gragnolati,5,2,demography,demography,,,1
Kathleen A. Burke,Mark R. Montgomery,1,5,demography,demography,,,1
Edmundo Paredes,Mark R. Montgomery,1,5,demography,demography,,,1
John B. Casterline,Mark R. Montgomery,11,5,famplan,demography,,,1
Mark R. Montgomery,Mary Arends-Kuenning,5,8,demography,demography,,,1
Cem Mete,Mark R. Montgomery,2,5,demography,demography,,,1
Natalia N. Evdokushkina,Natalia S. Gavrilova,1,3,eugenics,general,,,1
Leonid A. Gavrilov,Natalia N. Evdokushkina,3,1,general,eugenics,,,1
Galina N. Evdokushkina,Natalia N. Evdokushkina,2,1,eugenics,eugenics,,,1
Natalia N. Evdokushkina,Victoria G. Semyonova,1,2,eugenics,eugenics,,,1
Anna L. Gavrilova,Natalia N. Evdokushkina,1,1,eugenics,eugenics,,,1
Natalia N. Evdokushkina,Yulia E. Kushnareva,1,1,eugenics,eugenics,,,1
Natalia N. Evdokushkina,Vyacheslav N. Kroutko,1,1,eugenics,eugenics,,,1
Alexander Yu. Andreyev,Natalia N. Evdokushkina,1,1,eugenics,eugenics,,,1
Francesco Billari,Tomas Frejka,1,3,demography,demography,,,1
Francesco Billari,John Hobcraft,1,4,demography,demography,,,1
Francesco Billari,Miloslav Macura,1,1,demography,demography,,,1
Dirk J. Van De Kaa,Francesco Billari,3,1,demography,demography,,,1
Nguyen Thi Nhu Ngoc,Yukolsiri Surasrang,2,1,famplan,famplan,,,1
Charlotte Ellertson,Yukolsiri Surasrang,10,1,famplan,famplan,,,1
Ly Thai Loc,Yukolsiri Surasrang,1,1,famplan,famplan,,,1
Bui Thi Chi,Phan Thi Lien,1,1,famplan,famplan,,,1
Bui Thi Chi,Christopher Elias,1,2,famplan,famplan,,,1
Bui Thi Chi,Nguyen Thi Loi,1,1,famplan,famplan,,,1
Bui Thi Chi,Nguyen Hua Phuc,1,1,famplan,famplan,,,1
Bui Thi Chi,Michelle Gardner,1,1,famplan,famplan,,,1
Eric Stallard,Kenneth G. Manton,2,6,demography,general,,,2
Kenneth G. Manton,Larry Corder,6,2,general,demography,,,2
James W. Vaupel,Kenneth G. Manton,13,6,general,general,,,1
James R. Carey,Kenneth G. Manton,6,6,general,general,,,1
Kaare Christensen,Kenneth G. Manton,4,6,general,general,,,1
Kenneth G. Manton,Thomas E. Johnson,6,1,general,general,,,1
Anatoli I. Yashin,Kenneth G. Manton,3,6,demography,general,,,1
Kenneth G. Manton,Niels V. Holm,6,1,general,general,,,1
Ivan A. Iachine,Kenneth G. Manton,2,6,general,general,,,1
Kenneth G. Manton,VäInö Kannisto,6,1,general,general,,,1
Aziz A. Khazaeli,Kenneth G. Manton,1,6,general,general,,,1
Kenneth G. Manton,Pablo Liedo,6,2,general,general,,,1
Kenneth G. Manton,Valter D. Longo,6,1,general,general,,,1
Kenneth G. Manton,Yi Zeng,6,3,general,general,,,1
James W. Curtsinger,Kenneth G. Manton,1,6,general,general,,,1
Kenneth C. Land,Kenneth G. Manton,9,6,sociology,general,,,2
Burton H. Singer,Kenneth G. Manton,2,6,general,general,,,1
Anastasia Gorodzeisky,Moshe Semyonov,1,4,demography,sociology,,,1
Karin L. Brewster,Rebecca Miles-Doan,5,2,famplan,sociology,,,1
Barry M. Popkin,Thomas A. Mroz,3,5,demography,demography,,,2
Thomas A. Mroz,Xuguang Guo,5,1,demography,economics,,,1
Fengying Zhai,Thomas A. Mroz,1,5,economics,demography,,,1
Kenneth A. Bollen,Thomas A. Mroz,4,5,famplan,demography,,,2
David K. Guilkey,Thomas A. Mroz,12,5,economics,demography,,,2
Ilene S. Speizer,Thomas A. Mroz,7,5,famplan,demography,,,1
Dominic J. Mancini,Thomas A. Mroz,1,5,demography,demography,,,1
Gustavo Angeles,Thomas A. Mroz,1,5,statistics,demography,,,1
John C. Caldwell,Pat Caldwell,18,6,famplan,demography,,,6
I. O. Orubuloye,John C. Caldwell,1,18,demography,famplan,,,1
Bruce K. Caldwell,John C. Caldwell,3,18,famplan,famplan,,,3
Barkat-E-Khuda,John C. Caldwell,8,18,demography,famplan,,,3
Indrani Pieris,John C. Caldwell,3,18,famplan,famplan,,,3
Bruce Caldwell,John C. Caldwell,4,18,demography,famplan,,,1
John C. Caldwell,Thomas Schindlmayr,18,6,famplan,famplan,,,3
James F. Phillips,John C. Caldwell,11,18,demography,famplan,,,1
Samuli Helle,Virpi Lummaa,1,1,general,general,,,1
Jukka Jokela,Virpi Lummaa,1,1,general,general,,,1
Kenneth W. Wachter,Virpi Lummaa,6,1,general,general,,,1
Florina Serbanescu,Leo Morris,1,3,famplan,famplan,,,1
Florina Serbanescu,Paul Stupp,1,1,famplan,famplan,,,1
Alin Stanescu,Florina Serbanescu,1,1,famplan,famplan,,,1
Noreen Goldman,Yuanreng Hu,7,1,eugenics,demography,,,1
Shigesato Takahashi,Yuanreng Hu,1,1,demography,demography,,,1
Linda G. Martin,Vicki A. Freedman,3,2,demography,demography,,,2
Eileen Crimmins,Linda G. Martin,1,3,demography,demography,,,1
Linda G. Martin,Robert F. Schoeni,3,4,demography,demography,,,1
Brenda C. Spillman,Linda G. Martin,1,3,demography,demography,,,1
Hakan Aykan,Linda G. Martin,1,3,demography,demography,,,1
Ellen Kramarow,Linda G. Martin,1,3,demography,demography,,,1
Kenneth Land,Linda G. Martin,1,3,demography,demography,,,1
James Lubitz,Linda G. Martin,1,3,demography,demography,,,1
Kenneth Manton,Linda G. Martin,1,3,demography,demography,,,1
Diane Shinberg,Linda G. Martin,1,3,demography,demography,,,1
Linda G. Martin,Timothy Waidmann,3,1,demography,demography,,,1
Linda G. Martin,Zachary Zimmer,3,3,demography,demography,,,1
Linda G. Martin,Ming-Cheng Chang,3,2,demography,eugenics,,,1
Barbara Janowitz,Karen R. Katz,4,1,famplan,famplan,,,1
Barbara Janowitz,Laura M. Johnson,4,1,famplan,famplan,,,1
Barbara Janowitz,José Miguel Carranza,4,1,famplan,famplan,,,1
Barbara Janowitz,Matthew Holtman,4,2,famplan,famplan,,,2
Barbara Janowitz,David Hubacher,4,3,famplan,famplan,,,2
Barbara Janowitz,Kanta Jamil,4,1,famplan,famplan,,,1
Barbara Janowitz,Miriam Fuentes,4,1,famplan,famplan,,,1
Barbara Janowitz,Gregorio Perez-Palacios,4,1,famplan,famplan,,,1
Barbara Janowitz,Jane Chege,4,1,famplan,famplan,,,1
Andrew Thompson,Barbara Janowitz,1,4,famplan,famplan,,,1
Barbara Janowitz,Naomi Rutenberg,4,4,famplan,famplan,,,1
Barbara Janowitz,Rick Homan,4,1,famplan,famplan,,,1
Kevin M. White,Samuel H. Preston,3,9,demography,sociology,,Preston,1
Constance A. Nathanson,Robert Schoen,4,11,demography,sociology,,,3
Constance A. Nathanson,Nan Marie Astone,4,4,demography,sociology,,,3
Constance A. Nathanson,Young J. Kim,4,7,demography,sociology,,,3
Constance A. Nathanson,Jason M. Fields,4,1,demography,demography,,,1
Constance A. Nathanson,Jason Fields,4,1,demography,demography,,,1
Jerry J. Maples,Susan A. Murphy,1,1,eugenics,eugenics,,,1
Susan A. Murphy,William G. Axinn,1,12,eugenics,sociology,,,1
Patrick M. Krueger,Richard G. Rogers,1,10,sociology,sociology,,,1
CristóBal Ridao-Cano,Patrick M. Krueger,1,1,sociology,sociology,,,1
Patrick M. Krueger,Robert A. Hummer,1,13,sociology,sociology,,,1
John S. Santelli,Lawanda G. Burwell,6,2,famplan,famplan,,,2
