source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Christopher Tietze,M. Requena B.,18,1,pubh,pubh,,,1
Alberto Gonzalez-Quiroga,Mindel C. Sheps,1,14,pubh,demography,,,1
Hew Wai Sin,J. Gilbert Hardee,1,3,famplan,famplan,,,1
Ariffin Bin Marzuki,Hew Wai Sin,5,1,demography,famplan,,,1
Hew Wai Sin,Tan Boon Ann,1,5,famplan,demography,,,1
Lee Jay Cho,Wilson H. Grabill,1,6,demography,demography,,,1
Maria Davidson,Wilson H. Grabill,2,6,demography,demography,,,1
Ansley J. Coale,Wilson H. Grabill,12,6,pubh,demography,Coale,,1
Dudley Kirk,Wilson H. Grabill,5,6,general,demography,Kirk,,1
Philip M. Hauser,Wilson H. Grabill,16,6,demography,demography,Hauser,,2
Norman B. Ryder,Wilson H. Grabill,19,6,famplan,demography,Ryder,,1
Frank Lorimer,Wilson H. Grabill,2,6,pubh,demography,Lorimer,,1
Carmen Miro,Wilson H. Grabill,5,6,demography,demography,,,1
Vasilios Valaoras,Wilson H. Grabill,1,6,pubh,demography,,,1
Clyde V. Kiser,Wilson H. Grabill,7,6,pubh,demography,Kiser,,1
Dorothy G. Wiehl,Wilson H. Grabill,1,6,pubh,demography,,,1
Paul C. Glick,Wilson H. Grabill,11,6,pubh,demography,Glick,,1
Jae Mo Yang,Sook Bang,1,6,demography,demography,,,1
Myung Ho Kim,Sook Bang,1,6,demography,demography,,,1
Man Gap Lee,Sook Bang,1,6,demography,demography,,,1
John A. Ross,Sook Bang,11,6,demography,demography,,,2
Sang Whan Song,Sook Bang,1,6,famplan,demography,,,1
Chi Hoon Choi,Sook Bang,1,6,famplan,demography,,,1
J. Gilbert Hardee,Tan Boon Ann,3,5,famplan,demography,,,2
Shamsuddin Bin Abdul Rahman,Tan Boon Ann,2,5,famplan,demography,,,2
John Y. Takeshita,Tan Boon Ann,4,5,demography,demography,,,1
Lois M. Verbrugge,Tan Boon Ann,1,5,famplan,demography,,,1
Ariffin Bin Marzuki,Tan Boon Ann,5,5,demography,demography,,,1
Hew Wai Sin,Tan Boon Ann,1,5,famplan,demography,,,1
M. Subbiah,Tan Boon Ann,1,5,famplan,demography,,,1
Loh Sow Khin,Tan Boon Ann,1,5,famplan,demography,,,1
Tan Boon Ann,Yusof Bakar,5,1,demography,famplan,,,1
J. Timothy Johnson,Tan Boon Ann,1,5,demography,demography,,,1
Leslie Corsa,Tan Boon Ann,2,5,demography,demography,,,1
Alvaro Cuadros,Linda Atkinson,1,1,famplan,famplan,,,1
Alvaro Cuadros,Robert Castadot,1,1,famplan,famplan,,,1
Allan G. Rosenfield,Alvaro Cuadros,7,1,famplan,famplan,,,1
Rolando Armijo,Tegualda Monreal,2,2,pubh,pubh,,,1
R. Puffer,Rolando Armijo,2,2,pubh,pubh,,,1
M. Requena B.,Rolando Armijo,1,2,pubh,pubh,,,1
Christopher Tietze,Rolando Armijo,18,2,pubh,pubh,,,1
Mariano Requena,Rolando Armijo,1,2,pubh,pubh,,,1
George C. Worth,Kyung Shik Chang,2,2,famplan,famplan,,,2
George C. Worth,Walter B. Watson,2,3,famplan,sociology,,,1
George C. Worth,Peter H. Michael,2,2,famplan,famplan,,,2
Lee-Jay Cho,Man Jun Hahm,5,1,famplan,demography,,,1
James A. Palmore,Lee-Jay Cho,6,5,famplan,famplan,,,1
Lee-Jay Cho,Lyle Saunders,5,2,famplan,demography,,,1
Frederick S. Jaffe,Steven Polgar,17,3,general,pubh,,,2
Steven Polgar,Virginia A. Hiday,3,1,pubh,demography,,,1
Basil G. Zimmer,Calvin Goldscheider,2,4,demography,sociology,,,1
Calvin Goldscheider,Sidney Goldstein,4,8,sociology,pubh,,Goldstein,1
Calvin Goldscheider,Peter R. Uhlenberg,4,2,sociology,demography,,,1
Lee-Jay Cho,Man Jun Hahm,5,1,famplan,demography,,,1
Charles Hirschman,Judah Matras,1,5,demography,sociology,Hirschman,,1
Brian L. Pitcher,Evan T. Peterson,1,1,demography,demography,,,1
Brian L. Pitcher,Phillip R. Kunz,1,3,demography,demography,,,1
John Maier,Oscar Harkavy,3,5,famplan,demography,,Harkavy,3
Carita Jo Bernsohn,Joy G. Dryfoos,1,7,famplan,famplan,,,1
Carita Jo Bernsohn,Frederick S. Jaffe,1,17,famplan,general,,,1
Carita Jo Bernsohn,Daniel R. Weintraub,1,2,famplan,famplan,,,1
Carita Jo Bernsohn,Jean P. Cobb,1,1,famplan,famplan,,,1
John J. Macisco Jr.,Leon F. Bouvier,5,5,pubh,pubh,,,2
Leon F. Bouvier,Martha Jane Renzi,5,1,pubh,pubh,,,1
Leon F. Bouvier,Robert H. Weller,5,8,pubh,pubh,,,2
Charles F. Westoff,Ronald Rindfuss,24,2,famplan,demography,Westoff,Rindfuss,1
Alan Margolis,Ronald Rindfuss,1,2,famplan,demography,,Rindfuss,1
Phyllis Coghlan,Ronald Rindfuss,1,2,famplan,demography,,Rindfuss,1
Roger Rochat,Ronald Rindfuss,1,2,famplan,demography,,Rindfuss,1
Larry Bumpass,Ronald Freedman,8,33,general,famplan,Bumpass,Freedman,3
David Goldberg,Larry Bumpass,1,8,demography,general,Goldberg,Bumpass,1
Larry Bumpass,Lolagene C. Coombs,8,8,general,demography,Bumpass,,1
Charles F. Westoff,Larry Bumpass,24,8,famplan,general,Westoff,Bumpass,4
Joseph D. Beasley,Preston Valien,10,4,famplan,pubh,,,2
Preston Valien,Ralph F. Frankowski,4,3,pubh,famplan,,,1
Gwendolyn Z. Johnson,Preston Valien,1,4,pubh,pubh,,,1
Joseph S. Himes,Preston Valien,2,4,pubh,pubh,,,2
P. B. Cornely,Preston Valien,1,4,pubh,pubh,,,1
G. Franklin Edwards,Preston Valien,4,4,pubh,pubh,,,2
Karl A. Smith,Preston Valien,4,4,pubh,pubh,,,1
Charles B. Arnold,Preston Valien,3,4,famplan,pubh,,,2
Irene B. Taeuber,Preston Valien,12,4,pubh,pubh,Taeuber,,2
Paul C. Glick,Preston Valien,11,4,pubh,pubh,Glick,,1
Daniel O. Price,Preston Valien,7,4,demography,pubh,,,2
Philip M. Hauser,Preston Valien,16,4,demography,pubh,Hauser,,3
Donald J. Bogue,Preston Valien,10,4,demography,pubh,Bogue,,1
Daniel C. Thompson,Preston Valien,5,4,pubh,pubh,,,3
Preston Valien,Reynolds Farley,4,14,pubh,demography,,Farley,3
C. R. Lawrence,Preston Valien,2,4,pubh,pubh,,,1
James E. Teele,Preston Valien,4,4,pubh,pubh,,,2
Karl E. Taeuber,Preston Valien,9,4,sociology,pubh,,,1
Frank W. Notestein,Preston Valien,8,4,demography,pubh,Notestein,,1
Elliot Liebow,Preston Valien,5,4,pubh,pubh,,,2
Jessie S. Bernard,Preston Valien,2,4,pubh,pubh,,,1
Edwin D. Driver,Preston Valien,7,4,demography,pubh,,,1
Paul R. Williams,Preston Valien,2,4,pubh,pubh,,,1
Harriet B. Presser,Preston Valien,7,4,pubh,pubh,Presser,,1
C. V. Willie,Preston Valien,3,4,pubh,pubh,,,1
A. Rasheed Ghazi,John C. Cobb,1,1,famplan,famplan,,,1
A. Rasheed Ghazi,Harry M. Raulet,1,2,famplan,demography,,,1
A. Rasheed Ghazi,Paul A. Harper,1,3,famplan,famplan,,,1
A. Rasheed Ghazi,Rowland V. Rider,1,4,famplan,demography,,,1
A. Rasheed Ghazi,Paul White,1,1,famplan,famplan,,,1
Carmen Miro,G. PéRez,5,1,demography,pubh,,,1
Ferdinand Rath,G. PéRez,1,1,pubh,pubh,,,1
Arthur A. Campbell,G. PéRez,10,1,famplan,pubh,Campbell,,1
Charles F. Westoff,G. PéRez,24,1,famplan,pubh,Westoff,,1
G. PéRez,J. Mayone Stycos,1,13,pubh,pubh,,,1
G. PéRez,Mindel C. Sheps,1,14,pubh,demography,,,1
F. E. Linder,G. PéRez,2,1,pubh,pubh,,,1
G. PéRez,M-F. Hall,1,2,pubh,pubh,,,1
G. PéRez,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
G. PéRez,T. K. Burch,1,2,pubh,pubh,,,1
Donald J. Bogue,G. PéRez,10,1,demography,pubh,Bogue,,1
A. H. Neiva,G. PéRez,3,1,pubh,pubh,,,1
Paul Demeny,Paul Gingrich,6,2,famplan,demography,Demeny,,1
Gavin Jones,Paul Gingrich,4,2,demography,demography,,,1
Edwin D. Driver,Hugh Loebner,7,1,demography,demography,,,1
C. V. Kiser,Robert O. Carleton,1,2,pubh,demography,,,1
A. Lopez,C. V. Kiser,1,1,pubh,pubh,,,1
C. V. Kiser,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
Donald S. Akers,Ellen Linna Jamison,5,1,demography,demography,,,1
Donald S. Akers,Jacob S. Siegel,5,3,demography,demography,,Siegel,1
Etienne Van De Walle,Hilary Page,9,1,economics,demography,Walle,,1
Donald O. Cowgill,Robert G. Burnight,2,1,general,pubh,,,1
Robert G. Burnight,Srisomang Keovichit,1,1,pubh,pubh,,,1
J. Richard Udry,Robert G. Burnight,8,1,pubh,pubh,Udry,,1
Charas Yamarat,Robert G. Burnight,1,1,pubh,pubh,,,1
J. M. Sakoda,Robert G. Potter,1,18,demography,famplan,,,1
J. M. Sakoda,P. S. K. Chi,1,1,demography,demography,,,1
Joseph J. Spengler,Richard Sutch,5,1,economics,history,Spengler,,1
John A. Ross,T. C. Hsu,11,2,demography,demography,,,1
Dae Woo Han,T. C. Hsu,2,2,famplan,demography,,,1
S. M. Keeny,T. C. Hsu,4,2,famplan,demography,,,1
George P. Cernada,T. C. Hsu,6,2,famplan,demography,,,1
T. C. Hsu,T. H. Sun,2,6,demography,demography,,,1
Anrudh K. Jain,T. C. Hsu,6,2,pubh,demography,,,1
Ronald Freedman,T. C. Hsu,33,2,famplan,demography,Freedman,,1
M. C. Chang,T. C. Hsu,5,2,pubh,demography,,,1
Frank F. Furstenberg Jr.,G. S. Masnick,1,2,famplan,demography,,,1
Frank F. Furstenberg Jr.,Susan A. Ricketts,1,1,famplan,famplan,,,1
George Cernada,S. M. Keeny,1,4,famplan,famplan,,,1
John A. Ross,S. M. Keeny,11,4,demography,famplan,,,2
George Worth,S. M. Keeny,2,4,famplan,famplan,,,1
S. M. Keeny,Walter B. Watson,4,3,famplan,sociology,,,1
Dae Woo Han,S. M. Keeny,2,4,famplan,famplan,,,2
O. D. Finnigan,S. M. Keeny,1,4,famplan,famplan,,,1
George P. Cernada,S. M. Keeny,6,4,famplan,famplan,,,1
S. M. Keeny,T. C. Hsu,4,2,famplan,demography,,,1
S. M. Keeny,T. H. Sun,4,6,famplan,demography,,,1
J. Oscar Alers,Winich Asavasena,3,4,demography,famplan,,,2
Chaichana Suvanavejh,J. Oscar Alers,2,3,famplan,demography,,,1
Allan G. Rosenfield,J. Oscar Alers,7,3,famplan,demography,,,2
Chitt Hemachudha,J. Oscar Alers,2,3,famplan,demography,,,1
J. Oscar Alers,Somsak Varakamin,3,2,demography,famplan,,,1
Gavin Jones,J. Oscar Alers,4,3,demography,demography,,,1
J. Oscar Alers,Visid Prachuabmoh,3,4,demography,demography,,,1
J. Oscar Alers,John Knodel,3,9,demography,famplan,,,1
J. Arias,Louis J. Ducoff,3,1,pubh,pubh,,,1
Everett S. Lee,Louis J. Ducoff,6,1,demography,pubh,Lee,,1
A. H. Neiva,Louis J. Ducoff,3,1,pubh,pubh,,,1
Donald J. Bogue,Louis J. Ducoff,10,1,demography,pubh,Bogue,,1
J. C. Elizaga,Louis J. Ducoff,2,1,pubh,pubh,,,1
George Worth,Walter Watson,2,1,famplan,famplan,,,1
J. Richard Udry,Karl E. Bauman,8,6,pubh,demography,Udry,,4
J. Richard Udry,Lydia T. Clark,8,1,pubh,famplan,Udry,,1
Charles L. Chase,J. Richard Udry,2,8,demography,pubh,,Udry,2
J. Richard Udry,Marvin Levy,8,1,pubh,famplan,Udry,,1
Fred W. Reed,J. Richard Udry,1,8,demography,pubh,,Udry,1
Donald O. Cowgill,J. Richard Udry,2,8,general,pubh,,Udry,1
J. Richard Udry,Srisomang Keovichit,8,1,pubh,pubh,Udry,,1
J. Richard Udry,Robert G. Burnight,8,1,pubh,pubh,Udry,,1
Charas Yamarat,J. Richard Udry,1,8,pubh,pubh,,Udry,1
A. Lopez,Robert O. Carleton,1,2,pubh,demography,,,1
A. Lopez,Ronald Freedman,1,33,pubh,famplan,,Freedman,1
A. Lopez,C. V. Kiser,1,1,pubh,pubh,,,1
Allan G. Feldt,Robert H. Weller,1,8,demography,pubh,,,1
Paul Demeny,Paul Gingrich,6,2,famplan,demography,Demeny,,1
Paul Demeny,T. Paul Schultz,6,3,famplan,demography,Demeny,,1
Paul Demeny,Philip M. Hauser,6,16,famplan,demography,Demeny,Hauser,1
Judith Blake,Paul Demeny,13,6,general,famplan,Blake,Demeny,1
Alan Margolis,Phyllis Coghlan,1,1,famplan,famplan,,,1
Phyllis Coghlan,Ronald Rindfuss,1,2,famplan,demography,,Rindfuss,1
Phyllis Coghlan,Roger Rochat,1,1,famplan,famplan,,,1
Jae Mo Yang,Sook Bang,1,6,demography,demography,,,1
Jae Mo Yang,Myung Ho Kim,1,1,demography,demography,,,1
Jae Mo Yang,Man Gap Lee,1,1,demography,demography,,,1
Dhruva Nagnur,Nathan Keyfitz,1,17,statistics,statistics,,Keyfitz,1
Divakar Sharma,Nathan Keyfitz,1,17,statistics,statistics,,Keyfitz,1
Edmund M. Murphy,Nathan Keyfitz,2,17,eugenics,statistics,,Keyfitz,1
C. V. Willie,Charles F. Westoff,3,24,pubh,famplan,,Westoff,1
C. V. Willie,Norman B. Ryder,3,19,pubh,famplan,,Ryder,2
C. V. Willie,Carl L. Harter,3,6,pubh,demography,,,2
C. V. Willie,Philip M. Hauser,3,16,pubh,demography,,Hauser,3
Arthur A. Campbell,C. V. Willie,10,3,famplan,pubh,Campbell,,1
C. V. Willie,Elliot Liebow,3,5,pubh,pubh,,,2
C. V. Willie,Donald J. Bogue,3,10,pubh,demography,,Bogue,1
C. V. Willie,Edwin D. Driver,3,7,pubh,demography,,,2
C. V. Willie,Paul B. Cornely,3,1,pubh,pubh,,,1
C. V. Willie,Daniel C. Thompson,3,5,pubh,pubh,,,2
C. V. Willie,Frank W. Notestein,3,8,pubh,demography,,Notestein,1
C. V. Willie,Daniel O. Price,3,7,pubh,demography,,,1
C. V. Willie,Karl A. Smith,3,4,pubh,pubh,,,1
C. V. Willie,Jessie S. Bernard,3,2,pubh,pubh,,,1
C. V. Willie,Preston Valien,3,4,pubh,pubh,,,1
C. V. Willie,Reynolds Farley,3,14,pubh,demography,,Farley,1
C. V. Willie,Paul R. Williams,3,2,pubh,pubh,,,1
C. V. Willie,Harriet B. Presser,3,7,pubh,pubh,,Presser,1
C. V. Willie,James E. Teele,3,4,pubh,pubh,,,1
C. V. Willie,Charles B. Arnold,3,3,pubh,famplan,,,1
Frank F. Furstenberg Jr.,Susan A. Ricketts,1,1,famplan,famplan,,,1
G. S. Masnick,Susan A. Ricketts,2,1,demography,famplan,,,1
B. Mccann,Robert G. Potter,1,18,demography,famplan,,,1
A. K. Jain,B. Mccann,1,1,demography,demography,,,1
Amos H. Hawley,Visid Prachuabmoh,2,4,demography,demography,Hawley,,1
Donald W. Helbig,Samuel B. Hopkins,1,1,demography,demography,,,1
Habib R. Siddiqui,Samuel B. Hopkins,1,1,demography,demography,,,1
Paul A. Harper,Samuel B. Hopkins,3,1,famplan,demography,,,1
Rowland V. Rider,Samuel B. Hopkins,4,1,demography,demography,,,1
B. Mariano Requena,R. Armijo,2,1,pubh,pubh,,,1
Christopher Tietze,R. Armijo,18,1,pubh,pubh,,,1
F. Osborn,R. Armijo,1,1,pubh,pubh,,,1
Charles F. Westoff,Ronald R. Rindfuss,24,1,famplan,general,Westoff,Rindfuss,1
Beatrice R. Pollack,H. William Mooney,1,1,pubh,pubh,,,1
H. William Mooney,Leslie Corsa Jr.,1,2,pubh,pubh,,,1
Farida K. Shah,Helen Abbey,1,2,pubh,demography,,,1
G. Franklin Edwards,Joseph D. Beasley,4,10,pubh,famplan,,,3
G. Franklin Edwards,Ralph F. Frankowski,4,3,pubh,famplan,,,1
G. Franklin Edwards,Gwendolyn Z. Johnson,4,1,pubh,pubh,,,1
G. Franklin Edwards,Joseph S. Himes,4,2,pubh,pubh,,,2
G. Franklin Edwards,P. B. Cornely,4,1,pubh,pubh,,,1
G. Franklin Edwards,Preston Valien,4,4,pubh,pubh,,,2
G. Franklin Edwards,Karl A. Smith,4,4,pubh,pubh,,,1
Charles B. Arnold,G. Franklin Edwards,3,4,famplan,pubh,,,1
G. Franklin Edwards,Reynolds Farley,4,14,pubh,demography,,Farley,3
G. Franklin Edwards,Paul R. Williams,4,2,pubh,pubh,,,1
G. Franklin Edwards,Norman B. Ryder,4,19,pubh,famplan,,Ryder,1
G. Franklin Edwards,Karl E. Taeuber,4,9,pubh,sociology,,,3
G. Franklin Edwards,Philip M. Hauser,4,16,pubh,demography,,Hauser,3
Elliot Liebow,G. Franklin Edwards,5,4,pubh,pubh,,,3
Clyde V. Kiser,G. Franklin Edwards,7,4,pubh,pubh,Kiser,,1
G. Franklin Edwards,Irene B. Taeuber,4,12,pubh,pubh,,Taeuber,2
Daniel O. Price,G. Franklin Edwards,7,4,demography,pubh,,,3
G. Franklin Edwards,James A. Jones,4,1,pubh,pubh,,,1
G. Franklin Edwards,Jessie S. Bernard,4,2,pubh,pubh,,,1
G. Franklin Edwards,Paul C. Glick,4,11,pubh,pubh,,Glick,1
Frank W. Notestein,G. Franklin Edwards,8,4,demography,pubh,Notestein,,2
C. R. Lawrence,G. Franklin Edwards,2,4,pubh,pubh,,,2
G. Franklin Edwards,W. Parker Mauldin,4,7,pubh,pubh,,Mauldin,1
Donald J. Bogue,G. Franklin Edwards,10,4,demography,pubh,Bogue,,1
Edwin D. Driver,G. Franklin Edwards,7,4,demography,pubh,,,1
G. Franklin Edwards,James E. Teele,4,4,pubh,pubh,,,2
Daniel C. Thompson,G. Franklin Edwards,5,4,pubh,pubh,,,1
Joseph D. Beasley,P. B. Cornely,10,1,famplan,pubh,,,1
P. B. Cornely,Ralph F. Frankowski,1,3,pubh,famplan,,,1
Gwendolyn Z. Johnson,P. B. Cornely,1,1,pubh,pubh,,,1
Joseph S. Himes,P. B. Cornely,2,1,pubh,pubh,,,1
G. Franklin Edwards,P. B. Cornely,4,1,pubh,pubh,,,1
P. B. Cornely,Preston Valien,1,4,pubh,pubh,,,1
Karl A. Smith,P. B. Cornely,4,1,pubh,pubh,,,1
Charles B. Arnold,P. B. Cornely,3,1,famplan,pubh,,,1
Lawrence W. Green,Raymond W. Carlaw,2,1,demography,demography,,,1
Lawrence W. Green,Richard Reynolds,2,2,demography,general,,,1
Lawrence W. Green,N. I. Khan,2,1,demography,demography,,,1
Edgar R. Chasteen,Edith Fein,1,1,general,general,,,1
Edgar R. Chasteen,Judith S. Weis,1,1,general,general,,,1
Edgar R. Chasteen,Frederick S. Jaffe,1,17,general,general,,,1
A. Perez,P. Vela,1,1,demography,demography,,,1
P. Vela,Robert G. Potter,1,18,demography,famplan,,,1
G. S. Masnick,P. Vela,2,1,demography,demography,,,1
Ming-Cheng Chang,Ronald Freedman,1,33,famplan,famplan,,Freedman,1
Lolagene C. Coombs,Ming-Cheng Chang,8,1,demography,famplan,,,1
Ming-Cheng Chang,Te-Hsiung Sun,1,1,famplan,famplan,,,1
Alan Margolis,Roger Rochat,1,1,famplan,famplan,,,1
Roger Rochat,Ronald Rindfuss,1,2,famplan,demography,,Rindfuss,1
Phyllis Coghlan,Roger Rochat,1,1,famplan,famplan,,,1
Alan Margolis,Ronald Rindfuss,1,2,famplan,demography,,Rindfuss,1
Alan Margolis,Phyllis Coghlan,1,1,famplan,famplan,,,1
Alan Margolis,Roger Rochat,1,1,famplan,famplan,,,1
J. Richard Udry,Lydia T. Clark,8,1,pubh,famplan,Udry,,1
Charles L. Chase,Lydia T. Clark,2,1,demography,famplan,,,1
Lydia T. Clark,Marvin Levy,1,1,famplan,famplan,,,1
Jae-Mo Yang,Mo-Im Kim,1,1,demography,demography,,,1
Jae-Mo Yang,Rowland V. Rider,1,4,demography,demography,,,1
Jae-Mo Yang,Paul A. Harper,1,3,demography,famplan,,,1
Edward Shorter,John Knodel,2,9,history,famplan,,,1
Edward Shorter,Etienne Van De Walle,2,9,history,economics,,Walle,1
A. H. Neiva,Gino Germani,3,1,pubh,pubh,,,1
A. H. Neiva,Donald J. Bogue,3,10,pubh,demography,,Bogue,3
A. H. Neiva,D. S. Thomas,3,2,pubh,pubh,,,1
A. H. Neiva,Ronald Freedman,3,33,pubh,famplan,,Freedman,2
A. H. Neiva,T. K. Burch,3,2,pubh,pubh,,,2
A. H. Neiva,John D. Durand,3,3,pubh,general,,Durand,1
A. H. Neiva,J. C. Elizaga,3,2,pubh,pubh,,,2
A. H. Neiva,Louis J. Ducoff,3,1,pubh,pubh,,,1
A. H. Neiva,J. Arias,3,3,pubh,pubh,,,1
A. H. Neiva,Everett S. Lee,3,6,pubh,demography,,Lee,1
A. H. Neiva,Carmen Miro,3,5,pubh,demography,,,1
A. H. Neiva,Ferdinand Rath,3,1,pubh,pubh,,,1
A. H. Neiva,Arthur A. Campbell,3,10,pubh,famplan,,Campbell,1
A. H. Neiva,Charles F. Westoff,3,24,pubh,famplan,,Westoff,1
A. H. Neiva,G. PéRez,3,1,pubh,pubh,,,1
A. H. Neiva,J. Mayone Stycos,3,13,pubh,pubh,,,1
A. H. Neiva,Mindel C. Sheps,3,14,pubh,demography,,,1
A. H. Neiva,F. E. Linder,3,2,pubh,pubh,,,1
A. H. Neiva,M-F. Hall,3,2,pubh,pubh,,,1
David M. Heer,Dean O. Smith,14,2,famplan,demography,,,2
Murray Gendell,Philip C. Kreitner,5,1,demography,demography,,,1
Maria Nydia Maraviglia,Philip C. Kreitner,1,1,demography,demography,,,1
Charles Hirschman,Judah Matras,1,5,demography,sociology,Hirschman,,1
Oscar Harkavy,Samuel M. Wishik,5,1,demography,general,Harkavy,,1
Frederick S. Jaffe,Samuel M. Wishik,17,1,general,general,,,1
Dhruva Nagnur,Nathan Keyfitz,1,17,statistics,statistics,,Keyfitz,1
Dhruva Nagnur,Divakar Sharma,1,1,statistics,statistics,,,1
Joseph D. Beasley,Joseph S. Himes,10,2,famplan,pubh,,,1
Joseph S. Himes,Ralph F. Frankowski,2,3,pubh,famplan,,,1
Gwendolyn Z. Johnson,Joseph S. Himes,1,2,pubh,pubh,,,1
Joseph S. Himes,P. B. Cornely,2,1,pubh,pubh,,,1
G. Franklin Edwards,Joseph S. Himes,4,2,pubh,pubh,,,2
Joseph S. Himes,Preston Valien,2,4,pubh,pubh,,,2
Joseph S. Himes,Karl A. Smith,2,4,pubh,pubh,,,1
Charles B. Arnold,Joseph S. Himes,3,2,famplan,pubh,,,1
Daniel O. Price,Joseph S. Himes,7,2,demography,pubh,,,1
Joseph S. Himes,Philip M. Hauser,2,16,pubh,demography,,Hauser,1
C. R. Lawrence,Joseph S. Himes,2,2,pubh,pubh,,,1
James E. Teele,Joseph S. Himes,4,2,pubh,pubh,,,1
Daniel C. Thompson,Joseph S. Himes,5,2,pubh,pubh,,,1
Joseph S. Himes,Karl E. Taeuber,2,9,pubh,sociology,,,1
Frank W. Notestein,Joseph S. Himes,8,2,demography,pubh,Notestein,,1
Joseph S. Himes,Reynolds Farley,2,14,pubh,demography,,Farley,1
Elliot Liebow,Joseph S. Himes,5,2,pubh,pubh,,,1
Irene B. Taeuber,Joseph S. Himes,12,2,pubh,pubh,Taeuber,,1
David L. Rabin,John Crawford,1,1,pubh,pubh,,,1
Carlos Ferrero,John Crawford,2,1,pubh,pubh,,,1
Dorothy Myer,John Crawford,1,1,pubh,pubh,,,1
Alan Ross,John Crawford,1,1,pubh,pubh,,,1
Elisabeth Schach,John Crawford,1,1,pubh,pubh,,,1
D. S. Thomas,Gino Germani,2,1,pubh,pubh,,,1
D. S. Thomas,Donald J. Bogue,2,10,pubh,demography,,Bogue,1
D. S. Thomas,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
D. S. Thomas,T. K. Burch,2,2,pubh,pubh,,,1
D. S. Thomas,John D. Durand,2,3,pubh,general,,Durand,2
A. H. Neiva,D. S. Thomas,3,2,pubh,pubh,,,1
D. S. Thomas,J. C. Elizaga,2,2,pubh,pubh,,,1
CéSar PeláEz,D. S. Thomas,1,2,pubh,pubh,,,1
D. S. Thomas,R. O. Carleton,2,2,pubh,pubh,,,1
D. S. Thomas,L. Baumgartner,2,1,pubh,pubh,,,1
D. S. Thomas,Everett S. Lee,2,6,pubh,demography,,Lee,1
Divakar Sharma,Nathan Keyfitz,1,17,statistics,statistics,,Keyfitz,1
Dhruva Nagnur,Divakar Sharma,1,1,statistics,statistics,,,1
Evelyne Lapierre-Adamcyk,Thomas K. Burch,1,6,famplan,famplan,,,1
Gail A. Shea,Thomas K. Burch,1,6,famplan,famplan,,,1
Gustavo Perez,Thomas K. Burch,1,6,famplan,famplan,,,1
Miriam OrdoñEz,Thomas K. Burch,1,6,famplan,famplan,,,1
Joseph Van Kemanade,Thomas K. Burch,1,6,famplan,famplan,,,1
Jan Hutjes,Thomas K. Burch,1,6,famplan,famplan,,,1
Andre E. Hellegers,Thomas K. Burch,1,6,famplan,famplan,,,1
Murray Gendell,Thomas K. Burch,5,6,demography,famplan,,,1
Ansley J. Coale,Jorge Somoza,12,1,pubh,pubh,Coale,,1
Doris P. Slesinger,Otis Dudley Duncan,1,8,demography,sociology,,Duncan,1
Doris P. Slesinger,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Doris P. Slesinger,J. Michael Coble,1,1,demography,demography,,,1
Carmen Miro,Frank Lorimer,5,2,demography,pubh,,Lorimer,1
Frank Lorimer,Wilson H. Grabill,2,6,pubh,demography,Lorimer,,1
Frank Lorimer,Vasilios Valaoras,2,1,pubh,pubh,Lorimer,,1
Charles F. Westoff,Frank Lorimer,24,2,famplan,pubh,Westoff,Lorimer,1
Daniel R. Weintraub,Susan B. Wald,2,1,famplan,famplan,,,1
Barbara Mc Cann,Robert G. Potter,1,18,pubh,famplan,,,1
Barbara Mc Cann,James M. Sakoda,1,3,pubh,pubh,,,1
James A. Sweet,Sarah Betsy Cohen,5,1,famplan,demography,,,1
James M. Sakoda,Robert G. Potter,3,18,pubh,famplan,,,3
Barbara Mc Cann,James M. Sakoda,1,3,pubh,pubh,,,1
A. Perez,P. Vela,1,1,demography,demography,,,1
A. Perez,Robert G. Potter,1,18,demography,famplan,,,1
A. Perez,G. S. Masnick,1,2,demography,demography,,,1
John D. Durand,L. Baumgartner,3,1,general,pubh,Durand,,1
CéSar PeláEz,L. Baumgartner,1,1,pubh,pubh,,,1
D. S. Thomas,L. Baumgartner,2,1,pubh,pubh,,,1
L. Baumgartner,R. O. Carleton,1,2,pubh,pubh,,,1
Everett S. Lee,L. Baumgartner,6,1,demography,pubh,Lee,,1
Carmen Miro,M-F. Hall,5,2,demography,pubh,,,1
Ferdinand Rath,M-F. Hall,1,2,pubh,pubh,,,1
Arthur A. Campbell,M-F. Hall,10,2,famplan,pubh,Campbell,,1
Charles F. Westoff,M-F. Hall,24,2,famplan,pubh,Westoff,,1
G. PéRez,M-F. Hall,1,2,pubh,pubh,,,1
J. Mayone Stycos,M-F. Hall,13,2,pubh,pubh,,,2
M-F. Hall,Mindel C. Sheps,2,14,pubh,demography,,,2
F. E. Linder,M-F. Hall,2,2,pubh,pubh,,,1
M-F. Hall,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
M-F. Hall,T. K. Burch,2,2,pubh,pubh,,,1
Donald J. Bogue,M-F. Hall,10,2,demography,pubh,Bogue,,2
A. H. Neiva,M-F. Hall,3,2,pubh,pubh,,,1
